3.666666667,0.755997108
14.8,0.084751197
15.43333333,0.049177408
27.53333333,0.199629989
52.6,0.032862588
52.83333333,0.034494622
56.46666667,0.018869799
67.16666667,0.041566281
84.93333333,0.002241011
85.1,0.003324019
85.66666667,0.031266141
87.56666667,0.002253755
88.48219178,0.034053494
112.7,0.011020745
123.1333333,0.003070071
124.6666667,0.013642518
133.9945205,0.009674402
166.8333333,0.01541177
178.4666667,0.00280601
184.8,0.170809866
256.0333334,0.01436626
265.2333333,0.006570924
284.6,0.012015455
292.0666667,0.070131844
322.9,0.003196143
327.2,0.00353571
328.6,0.006480461
329.2666667,0.000670671
340.6,0.001868833
348.9333333,0.001817003
386.9,0.00320792
463.8,0.006316197
478.3333334,0.000739794
503.0666667,0.008029209
550.5666666,0.019363822
581.2666666,0.039801506
626.6,0.001963865
963.1666667,0.003270152
1469.633333,0.008744954
2638.833333,0.001054894
3243.366667,0.001248707
3247.866667,0.000919788
5156.733333,0.000828284
0.4,0.023962087
2.4,0.001200961
4.4,0.247913282
6.5,0.310196058
10.62,0.000142945
32,1.81631E-05
35.3,0.055804847
52.3,2.20098E-05
53.95198,0.009265202
66.1,0.013417412
67.42,0.000191647
73.257,0.001296577
78.61604,0.018835992
81.7,0.008053745
86.32337,0.008823457
89.3,0.015714892
90.8,0.000321342
92.1,2.30507E-05
99.7,1.50402E-05
110.1,0.001188927
111,0.046197064
112.9,0.000259545
126.4,0.003964449
130.6,0.002419033
132.8,0.000147259
144.1,0.027613492
148.9,0.023275202
151,0.005260194
157,2.3359E-05
164.3,2.29125E-05
166.7,0.008132856
168.4,6.67774E-05
171.2,0.000143165
172.2,8.35654E-06
173.066,0.000176284
175,0.003608809
175.2,0.000192936
177.8,0.004661092
179.1,0.058976687
180.132,0.004923714
187.97219,0.000858099
204.3,0.027001914
206.2,0.077307297
215.1332,0.0030885
217,0.016447103
221.8,0.019301028
231.6,0.003523731
237.9,0.00017393
239.4,4.69729E-05
239.7,0.014888585
240.9,0.000820384
241.1481,0.001132382
251.8,0.002065709
254.2,0.000160604
265.0136,0.005453659
279.8,0.011605605
305.3886,0.003320831
306.6,0.000671223
310.1,0.001301077
312.9,0.000112351
317,0.003039638
317.9,0.000718626
321.2,0.000700791
335.2177,0.002386073
340.1,0.00015575
340.8,0.000197683
342,5.22948E-05
355,0.002657243
360.7,0.065218123
362,0.003024512
363.4,5.96002E-06
367.9,0.009443681
370.9,2.04998E-05
371.4,5.83164E-06
375.3,0.052609618
380.5,2.27454E-05
382,0.005192818
392.4,0.0346001
404,1.09262E-05
413.0746,0.001027394
415.1,5.74052E-06
421.6,0.043605336
435.1,0.003873914
436.2,0.000104742
442,0.004856233
443.8,0.005338422
446.7,2.2892E-05
448.1,0.045768374
454.7,0.031846923
463.1,0.000601367
467.5,0.000390318
469.4,0.018697458
471.5,0.000729671
499.5,0.002212345
519.7,0.001880087
521.5,0.0028634
531.7,0.000698282
541.4,0.003655853
542.1,0.001287848
550.7,0.03151474
557.1,0.002298425
586.6,4.50979E-05
590.3,0.00101766
606.3919,0.003976516
610.8,0.00274193
611.7,0.031984672
615.5,8.12664E-05
616.2,0.001604526
620.3,0.0001234
622.2,7.71892E-06
625.5,2.42518E-05
640.1,0.00665568
646.3,0.007420409
657.4,2.28017E-05
659.7,0.011859107
666.4,0.002840789
667.6,0.001682972
673.8,0.00076104
688.6826,0.001047763
690.4,0.000132391
707,0.000527291
708,2.20675E-05
715.4,6.45634E-05
725.3,0.001101483
732.2,0.000668397
734.6,0.007087932
738.1,0.000240612
739.8,0.000789581
765.8,0.001920466
771.6,3.34596E-05
775.9,0.000719997
791.1,0.009826656
795.3,0.00133042
796.7,0.009077182
822.4,0.000556477
829.7,0.025618431
835,0.003597705
844.7,1.1958E-05
847.181,0.002170531
853.1019,0.004139021
859.7,0.003842968
866.2,0.004950919
872,0.001599514
873.9,0.001027509
878,0.001365063
881.0992,0.002011519
913.9,0.009961674
918,2.15427E-05
950.036,0.000182309
952.05,3.0898E-05
969.6,0.045020974
985.2,1.91959E-05
994.4,0.000233536
1011.3804,2.73719E-05
1016.7,9.94265E-06
1019.55,0.028583022
1020.75,9.10435E-05
1022.2,0.000697379
1025.6,0.002659802
1042.9,6.58524E-05
1060,0.002607887
1067.8,0.007495532
1075.2,3.98377E-06
1083.9,0.005041429
1084.4,0.002529553
1092.3,0.000714757
1116.9,0.000224603
1122.0452,0.005565929
1135.85,0.000158558
1142,0.000196624
1177.3,0.00138751
1197.9,0.001277751
1206.6,0.029365327
1220,0.004146529
1243.8,0.000716823
1244.2,0.000120251
1247.3,0.003332336
1251.759,0.000509001
1252.4,0.004303446
1264.0186,0.001538747
1275.2,0.006268734
1309,0.000306159
1313.9,3.68944E-06
1338.5,0.000140534
1340.8,0.002848091
1357.5,0.000784083
1377.3,0.00304703
1378.78,0.020792461
1384.8215,0.000616692
1426.9,9.08971E-06
1437.177,0.001266694
1442.2,1.53405E-06
1444.312,6.39097E-05
1451.5,0.038340499
1465,0.001627081
1496.5753,0.00466098
1502,0.000375001
1545.3,0.000871284
1572.5,0.003273444
1582.5,0.003685187
1590,0.000113373
1608.82,0.002190482
1626.4,0.000719153
1662.6,0.000870995
1678,0.001532316
1725.9,8.1846E-05
1744.3,0.00037238
1763.3,0.001069966
1764,0.001188674
1784.1,1.1277E-06
1822.5,0.000720283
1826.5,1.96209E-05
1837.3,0.001565819
1839,0.002402558
1842.7,0.001070616
1846,0.000964078
1882,0.000225749
1887.74,0.000206523
1910.3,0.000655575
1982.7,0.000616692
2067.5,0.000346838
2095.8,5.97795E-06
2113.13,0.000482779
2113.13,1.08634E-06
2117.41,0.00080922
2132.0816,0.001820047
2207.7,0.000376502
2231.82,0.002690599
2241,0.001024704
2273.4231,0.028344071
2296.2,0.009105731
2322.1202,0.001084654
2347,2.80027E-05
2514,0.003437882
2528.6,0.00642435
2576.54,1.54421E-05
2674,3.50975E-06
2707.2,5.28937E-05
2714.5,0.003079534
2739,0.001955731
2745.4628,0.000385051
2759,0.001809878
2775.9,0.006395601
2835.9,0.005645244
2850.3,0.002551852
3034.81,0.00055186
3140.49,0.000109772
3250.7,0.000600612
3265.32,0.005469694
3305.3,0.000627629
3427.1,0.002090283
3440.99,0.00535571
3631.2,0.000243349
3892,0.000276209
3929.9,0.001264448
4260,0.000202051
4323.5,0.010323338
4346.7,0.000432412
4373.1,5.46906E-05
4379,0.000729037
4473,0.001105729
4808.5,0.00177371
4824,0.000629298
5035,0.008193186
5069.4,0.000740816
5139.38,0.003189341
5164.7,0.001496449
5360,0.000689597
5453.6,0.00043118
5765,0.000512684
5789.8,0.003452906
6069,0.000244938
6166.9,0.003589763
6228.3,0.010782222
6402.1,0.000485207
6675.1,0.001362586
6809.23,0.000606349
7507.3,0.000302386
7510.38,0.001653398
7635.38,0.000508926
9676,2.32835E-05
9914,0.000100297
11331,0.002455121
13385.42,0.000209888
14415.9,0.00012165
17926.4,3.72824E-05
39334.4,0.000334368
4.5,0.204
14.5,0.462
26.4,0.0752
27.2,0.148
32.1,0.16
34.4,0.0418
37.2,0.477
40.4,0.0393
40.4,0.4
42.9,0.0233
59,0.0062
60.5,0.0279
65,0.0073
73.1,0.0475
183,0.0236
218,0.0001
256,0.0004
266,0.149
286,0.0081
305,0.0061
460,0.0038
598,0.0084
627,0.116
925,0.0024
954,0.0009
1134,0.0016
1166,0.0011
