1,200,7.952,6.229488199,394.054326,0.2752,0,0,0.0028649,0.88463,0.015382,0.059897,0,0,0,3.9402,0.506275725,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,1.5238,0,0,0,0,0,0,0,0,0,0,1.611949377,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.59843,0,0,0.0028649,0,0.86517,0.13028,0,0,0,0.151728,1.629841853,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.031198,0,0,0,0.0035385,0,0,0,0,0,0.151728,3.50611189,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.016666,0,0,0,0,0,0,0,0,0,1.72038,4.044970118,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.14681,0,0,0.024583,0.027296,0,0,0,0,0,0,0.501192636,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.022602,0,0,0,0,0,0,0,0,0,0,0.163878809,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.90748,0,0,0,0,0,0,0,0,0,0.270372,3.27635624,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.39923,0,0,0,0,0,0,2.0953,0,0,0,0.163878809,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.013573,0,0,0.008335,0.16619,0,0,0,0,0,0.151728,1.629841853,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.098029,0,0,1.3529,0,0,0,0,0,0,0.151728,3.294248715,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.016625,0,0,0,0,0,0,0,0,0,0.151728,3.50611189,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.2208,0,0,1.2257,0.019103,0.94154,0,0,0,0,0.279717,1.437091095,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.23987,0,0,0.54576,0.008333,0,0,0,0,0,0.37014,0.757177028,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.075477,0,0,0.005239,0,0.0074314,0,0,0,0,0.151728,1.600969904,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.090138,0,0,0,0.046847,0,0.22345,0,0,0,0.151728,3.332473549,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.20599,0,0,0.022631,0,0,0,0,0,0,0.151728,2.473634728,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0,0,0,0,0.047912,0,0,0,0,0,0.151728,0.757177028,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,1.0592,0,0,0,0.047467,0,0.67053,0,0,0,0.284376,4.044970118,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.031785,0,0,0,0,0,0,0,0,0,0.151728,0.496109546,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.047467,0,0,0.0034665,0.010122,0,0,0,0,0,0,1.912461635,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.15265,0,0,0.025251,0,0,0,0,0,0,0.151728,0.506275725,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0,0,0,0,0,0.00014,0,0,0,0,0,0.403800639,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.10231,0,0.039056,0.76068,0,0.86632,0,0,0,0,0.273372,3.370698383,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.13044,0,0,0.82555,0.008333,0,0,0,0,0,0.273021,0.308645201,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0,0,0,0.73679,0.000739,0,0,0,0,0,0,4.044970118,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.018104,0,0,0,0.008333,0,0,0,0,0,0.181728,0.090682319,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.008333,0,0,0,0.043821,0,0,0,0,0,0,5.924849251,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.15265,0,0.09076,0.00524,0.073649,0,0,0,0,0,0,3.933904712,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,2.6424,0,0,0.016704,0.0056695,0,0,0,0,0,0.151728,1.740043236,0.000489534,4.5751E-05,0
1,200,7.952,6.229488199,394.054326,0.041341,0,0,0.003295,0,0,0,0,3.9458,0,0.151728,0.308645201,0.000489534,4.5751E-05,0
