0.462,0.003267974,36,106,51,0.700814959,2.34637611,1.017346027,0.002
0.073,0.011234867,38,6,45,0.136717397,0.017280658,0.17328074,0.001
0.462,0.003429898,14,22,0,0.320295844,0.266622941,0,0.001
0.462,0,14,22,0,0.002443624,0.002947488,0,0.000043
