0.495,0.008514664,1,6,1,0.700814959,2.34637611,1.017346027,0.004
0.116,0.154761905,0.5,0,0,0.136717397,0.017280658,0.17328074,0.02
0.495,0.028860029,0,0,0,0.320295844,0.266622941,0,0.01
0.495,0,0,0,0,0.002443624,0.002947488,0,0.00043
