O/G,n_VENT,TB_VRU,TB_VENT,TB_FLARE,TB_DUMP,n_DUMP
Oil,0,2.46190411,,0.023351027,,0
Oil,6,,0,,,0
Oil,257,,0.269601834,1.004413687,,0
Oil,3,0.858659543,0.901833059,0.000201404,,0
Oil,38,0,1.515685797,0.009208429,,0
Oil,37,0.147836849,0.159414639,0.000278891,,0
Oil,2,,0.849315068,,,0
Oil,40,,1.931506849,0.055647722,,0
Oil,62,0,1.18257711,0.227942564,,0
Oil,3,,13.53136986,0.052940068,,0
Oil,0,,,0,,0
Oil,0,0,,0.022456771,,0
Oil,42,,0.930765029,0.102725423,,0
Oil,6,,0.0456621,0.00314911,,0
Oil,0,,,0.068493151,,0
Oil,2,,0.033972603,,,0
Oil,184,0,2.938978856,0.047251142,,0
Oil,0,,,,,0
Oil,51,,1.087426806,0.03769566,,0
Oil,0,,,0,,0
Oil,6,,0.064133744,1.547679792,,0
Oil,0,,,0.019908044,,0
Oil,8,,0.509869932,0.039330228,,0
Oil,13,,0.084299262,0.002795639,,0
Oil,27,,0.113647894,0.072773973,,0
Oil,2,,3.369863014,0.025289779,,0
Oil,0,,,0.104842466,,0
Oil,7,,0,0,,0
Oil,0,,,0.020294267,,0
Oil,2,,0.28458274,,,0
Oil,0,,,0.147523709,,0
Gas,10,0,0.273972603,0.002264236,,0
Gas,4,,0.158527397,,,0
Gas,0,,,0,,0
Gas,0,,,0,,0
Gas,20,0,1.010264384,,,0
Gas,49,,1.702169651,,,0
Gas,4,,1.216321918,,,0
Gas,13,,1.132141201,,,0
Oil,8,,6.625930822,,,0
Oil,287,0.016123288,1.059867405,0.100193009,,0
Oil,634,,1.818705176,1.029798667,,0
Oil,165,,8.144458281,,,0
Oil,0,,,,,0
Oil,131,,4.113422035,,,0
Oil,2,,1.624562877,,,0
Oil,1,,4.10569863,,,0
Oil,0,,,10.06547652,,0
Oil,4,,62.85315733,,,0
Oil,3,,167.0882559,0.22445226,,0
Oil,0,,,0.047047418,,0
Oil,0,,,0,,0
Oil,1,,0.246575342,,,0
Oil,0,,,0.077917808,,0
Oil,8,,13.46916096,,,0
Oil,0,,,6.359438356,,0
Oil,12,,1.192579909,,,0
Oil,4,,7.967426712,,,0
Oil,0,,,0,,0
Oil,9,,0.32587519,,,0
Oil,5,,0.365753096,0.002565479,,0
Oil,0,,,0.053310502,,0
Oil,2,,0.95890411,,,0
Oil,8,0,6.862955479,0.438517808,,0
Oil,0,,,0.383598174,,0
Oil,61,,0.614514372,0.102146953,,0
Oil,0,,,0.218851644,,0
Oil,14,,0.420050881,0.014757161,,0
Oil,2,,0.334963973,,,0
Oil,0,,,34.86363242,,0
Oil,8,,0.875997055,,,0
Oil,8,,3.508145856,,,0
Oil,0,,,0.025556809,,0
Oil,3,,26.57534247,,,0
Oil,2,,0.930575342,0.432147945,,0
Oil,0,,,,,0
Oil,2,,3.012263973,,,0
Oil,84,,10.26708489,0.166467178,,0
Oil,0,,,4.506430137,,0
Oil,6,,222.1461187,,,0
Oil,45,,2.889474441,0.119050033,,0
Oil,0,,,1.417743699,,0
Oil,9,,0.182648402,0.004528473,,0
Oil,17,,4.033269202,,,0
Oil,157,,2.205875062,0.146936541,,0
Oil,62,,1.885922179,,,0
Oil,2,,1.297405068,,,0
Oil,27,,0.141369518,0.009215439,,0
Oil,0,,,26.93265228,,0
Oil,60,,37.20547945,,,0
Oil,0,,,,,0
Oil,3,,2.73973E-07,,,0
Oil,6,,0.336447489,,,0
Oil,0,,,,,0
Oil,16,,1.667580479,,,0
Oil,221,,1.919976955,1.767220151,,0
Oil,98,,0.643118507,,,0
Oil,30,0,0.501700457,0.64759589,,0
Oil,10,,1.180821918,0.012842466,,0
Oil,30,0,1.041203416,0.42081968,,0
Oil,0,,,0,,0
Oil,2,,0.384219178,,,0
Oil,5,,0.657534247,,,0
Oil,1,,2.284679452,,,0
Oil,3,,0.418942648,,,0
Oil,2,,0.026821918,,,0
Oil,18,,10.06336377,,,0
Oil,4,,0.800006849,,,0
Oil,2,,3.442480685,,,0
Oil,160,,0.815705509,0.195728899,,0
Oil,20,,0.516420068,,,0
Oil,28,,0.093169932,,,0
Oil,0,,,,,0
Oil,0,,,0.049863014,,0
Oil,3,,555.1689498,,,0
Oil,2,,0.465753425,,,0
Oil,4,,0.295465753,,,0
Oil,0,,,0.49368074,,0
Oil,76,,0.314410624,,,0
Oil,4,,1.952732877,,,0
Oil,5,,1.509495945,,,0
Oil,241,,3.492236495,0.085779805,,0
Oil,4,,6.258370548,,,0
Oil,4,,0.33909589,0.01928112,,0
Oil,0,,,0.270753425,,0
Oil,6,,0.867579909,0.334855403,,0
Oil,0,,,0,,0
Oil,25,,0.303972405,0.005775812,,0
Oil,4,,0.602534247,,,0
Oil,6,,3.497590091,,,0
Oil,19,,4.052201341,,,0
Oil,2,0.110178082,0.154917808,0.040448319,,0
Oil,0,,,,,0
Oil,3,,0.337261461,,,0
Oil,18,,47.26464992,,,0
Oil,10,,3.579032575,,,0
Oil,43,,0.133800573,0,,0
Oil,80,,2.83928925,0.020136781,,0
Oil,2,,3.151600822,,,0
Oil,0,,,0.006891933,,0
Oil,4,,2.001897671,,,0
Oil,1,,0,,,0
Oil,277,,0.609193926,0.012532751,,0
Oil,103,,12.703817,,,0
Oil,13,,2.014248451,,,0
Oil,2,,1.000013699,,,0
Oil,2,,0,0.593607306,,0
Oil,8,,0.777823664,,,0
Oil,3,,1.991049589,,,0
Oil,5,,0.005479452,,,0
Oil,4,,0.070376712,,,0
Gas,20,0,1.150710959,0.167547945,,0
Gas,0,,,1.003780822,,0
Gas,10,,1.602326027,,,0
Gas,12,,1.443737443,,,0
Oil,14,0,0.211350294,0.00083022,,0
Oil,7,,11.82100039,,,0
Oil,28,,3.998897397,,,0
Oil,0,,,0.02739726,,0
Oil,18,,4.550478752,,,0
Oil,2,,0.95890411,,,0
Oil,0,,,0.189273973,,0
Oil,3,,0.091324201,,,0
Oil,6,,7.163515982,,,0
Oil,4,,0,,,0
Oil,7,0,0.019569472,0,,0
Oil,6,0,0.109589041,0.002568493,,0
Oil,3,0,0.00913242,0,,0
Oil,0,,,0.309863014,,0
Oil,24,0.060854795,0.726366438,,,0
Oil,2,,0.109589041,0,,0
Oil,3,,0.182648402,,,0
Oil,20,,6.597469932,,,0
Oil,63,,0.528358339,,,0
Gas,0,,,0.217438439,,0
Gas,4,,6.244661781,,,0
Gas,7,,0.156555773,0.156555773,,0
Gas,65,0.049708767,2.210509905,0.078386606,,0
Gas,36,,2.138508371,0.460918614,,0
Gas,7,,0.385060665,0.035385771,,0
Gas,4,,1.780821918,0,,0
Gas,0,,,0,,0
Gas,0,,,0.109378293,,0
Oil,14,,4.036718885,,,0
Oil,62,,8.691334432,,,0
Oil,285,,0.741001113,1.086238216,,0
Gas,0,0,,,,0
Gas,13,0,1.427003161,,,0
Gas,0,0,,0,,0
Gas,3,,0.547945205,,,0
Gas,0,0,,0.776817703,,0
Gas,0,,,0.068493151,,0
Gas,3,,1.356220457,,,0
Gas,4,,0.252205479,,,0
Gas,0,,,0.054794521,,0
Gas,0,0,,0.044979452,,0
Oil,2,,4.114223151,,,0
Oil,33,,0.409443254,0.578343947,,0
Gas,3,,0.350128584,,,0
Gas,0,,,,,0
Gas,30,,0.011324201,,,0
Oil,31,,4.144290844,,,0
Oil,8,,0.856164384,0.060882801,,0
Oil,2,,4.011863014,1.354703196,,0
Gas,4,,0.777212329,,,0
Gas,2,,0.886366575,,,0
Gas,5,,1.424109589,,,0
Gas,0,0,,,,0
Gas,20,,0.317808219,,,0
Gas,1,,1.178082192,,,0
Gas,2,,0.186205479,,,0
Gas,0,0,,,,0
Gas,0,0,,,,0
Gas,0,0,,0.145883562,,0
Gas,24,,0.154109589,,,0
Gas,0,,,0.284931507,,0
Gas,0,0,,,,0
Gas,0,,,0.062748858,,0
Gas,0,,,,,0
Gas,0,,,0.012504281,,0
Gas,0,,,0,,0
Gas,0,,,0,,0
Gas,0,,,0,,0
Oil,0,,,0.413030621,,0
Oil,1121,,0.069898452,0.027146053,,0
Oil,0,0,,0.110147942,,0
Oil,0,,,0.005337129,,0
Oil,0,0,,0,,0
Oil,0,0.00911106,,0.017573373,,0
Oil,0,,,0.031363867,,0
Oil,0,,,0.093958163,,0
Oil,0,,,0.000162247,,0
Gas,0,,,0.273972603,,0
Gas,1,,0.109589041,,,0
Gas,0,,,0.266931507,,0
Gas,29,,0.925838451,,,0
Gas,15,,1.242009132,,,0
Oil,0,0.036310502,,,,0
Oil,0,0.003091977,,,,0
Oil,15,0.061112006,4.193716895,,,0
Gas,0,,,0.143147945,,0
Gas,2,,0.273972603,,,0
Gas,0,,,,,0
Gas,3,,0.205835616,,,0
Gas,6,,0.159232877,,,0
Gas,3,,1.541524566,,,0
Gas,0,0,,,,0
Gas,5,0.290410959,2.01369863,,,0
Gas,2,,0.101876712,,,0
Gas,6,,0.136986301,0.0304414,,0
Gas,3,,0.527296804,,,0
Gas,2,,3.214502192,,,0
Gas,2,,6.623691096,,,0
Gas,0,,,0.766779726,,0
Gas,4,,10.09468589,,,0
Gas,53,,0.087878005,0.02140411,,0
Gas,7,,3.56837816,,,0
Gas,34,,0.921837228,,,0
Gas,21,,3.966079583,0.913242009,,0
Gas,3,,0.51230137,0.01090411,,0
Gas,28,,0.244618395,0.089663761,,0
Gas,10,0.05247035,4.48621474,0.106588181,,0
Gas,14,,0.909980431,,,0
Gas,4,,0.234167123,,,0
Gas,2,,0.821917808,,,0
Gas,0,,,,,0
Gas,0,,,0,,0
Gas,4,,0.813699178,,,0
Gas,5,,0.219178082,0.273972603,,0
Gas,189,,0.169586142,,,0
Gas,3,,0.98630137,0.080234834,,0
Gas,23,0,0.003573556,0,,0
Gas,10,,1.835616438,0.031612223,,0
Gas,23,0.006849315,0.374032162,0.024890321,,0
Gas,0,0.023707763,,0.376785753,,0
Gas,15,,12.18725114,0.056103501,,0
Gas,6,0,0.03196347,,,0
Gas,7,,1.217221135,0.025570776,,0
Gas,6,,0.04109589,0,,0
Gas,27,0.005722983,0.334855403,0.030369605,,0
Gas,0,0.098607575,,1.706472856,,0
Gas,0,,,0,,0
Gas,36,,2.089855403,0.318328767,,0
Oil,6,,4.348981735,,,0
Oil,0,,,,,0
Oil,38,,0.396539293,0,,0
Oil,60,,4.233454854,,,0
Oil,420,,4.994762184,,,0
Oil,0,,,0.028928463,,0
Oil,0,,,0.182648402,,0
Oil,8,,0.488515479,0.002742648,,0
Oil,0,,,41.81910654,,0
Oil,42,,35.83170254,,,0
Oil,5,,4.654426904,0.09087126,,0
Oil,2,,1.440482192,,,0
Oil,16,,7.969022021,0.022047526,,0
Oil,3,,0.355881279,0.020345727,,0
Oil,41,,2.30706578,0.118898619,,0
Oil,4,,0.981310959,,,0
Oil,0,,,0,,0
Oil,14,,3.301467671,0.028559543,,0
Oil,122,0.194986826,3.015603497,0.072814997,,0
Oil,0,,,0.040206285,,0
Oil,0,,,0.165936073,,0
Oil,5,0,0.493150685,0.017867778,,0
Oil,0,,,19.92437169,,0
Oil,8,,685.5136986,,,0
Gas,0,,,0.005945205,,0
Gas,3,,4.382654886,0.139238965,,0
Gas,86,,0.261229691,0.039420518,,0
Gas,18,,6.245904429,0.001107075,,0
Gas,0,,,0.020609589,,0
Gas,0,,,1.46052968,,0
Gas,6,,1.095890411,0.0456621,,0
Gas,3,,2.922374429,0,,0
Gas,25,,0.80422137,0.199217221,,0
Gas,0,,,0.098356164,,0
Gas,6,,1.059360731,0.073858447,,0
Gas,53,,0.648089563,0.040911745,,0
Gas,0,,,0,,0
Gas,0,,,0.433972603,,0
Gas,44,,0.056039851,0.009032064,,0
Gas,4,,0.205479452,0,,0
Gas,7,,0.321530333,0.020870409,,0
Gas,3,,2.136986301,0.054109589,,0
Gas,13,,0.481792497,0.025996956,,0
Gas,2,,0.078780822,,,0
Gas,4,,1.780821918,,,0
Gas,141,,0.277858739,0.116090086,,0
Gas,4,,0.779109589,,,0
Gas,10,,2.657534247,0.054794521,,0
Gas,0,,,0,,0
Gas,0,,,0.083561644,,0
Gas,18,,0.508133896,0.033424658,,0
Gas,78,,0.642781876,0.233246946,,0
Gas,24,,0.342465753,0.058708415,,0
Gas,0,,,0,,0
Gas,0,,,0.578297072,,0
Gas,0,,,0.156796628,,0
Gas,34,,0.674723191,0.026515068,,0
Gas,198,,0.249066002,0.019525887,,0
Gas,8,,2.854983493,0.013332192,,0
Gas,32,0.232230753,2.062756276,0.031228253,,0
Gas,0,,,0.015799087,,0
Gas,10,0,0.273972603,0,,0
Gas,3,,0.091324201,0,,0
Gas,3,,0.983935616,,,0
Gas,2,,0.074894932,,,0
Gas,4,,2.615923014,0.078356164,,0
Gas,8,,0.068493151,0.03652968,,0
Gas,0,,,0.102739726,,0
Gas,24,,0.365296804,0.0041511,,0
Gas,5,,0.328767123,0.091324201,,0
Gas,0,,,0.031178082,,0
Gas,79,0,0.935073695,0.154838107,,0
Gas,11,,0.180475716,,,0
Gas,80,,3.210275712,,,0
Gas,2,,2.068493151,0.042465753,,0
Gas,0,,,0.021074816,,0
Gas,0,,,0,,0
Gas,0,0,,,,0
Gas,2,,7.037534247,0.128041902,,0
Gas,0,,,0,,0
Gas,1,,3.945205479,0.054794521,,0
Gas,15,,4.516894977,0.098279707,,0
Oil,0,0.01826484,,,,0
Oil,1,,0,0.182648402,,0
Oil,3,,0.143287671,,,0
Oil,460,0,0,,,0
Oil,0,0.01674277,,,,0
Oil,2,,1.232876712,1.755454084,,0
Oil,2,,1.246575342,,,0
Oil,384,0,0.051726598,,,0
Oil,0,0.01369863,,,,0
Oil,1,,2.465753425,1.415525114,,0
Oil,2,,0.917808219,,,0
Oil,160,0,0,,,0
Gas,2,,0.534246575,,,0
Gas,5,,1.676164384,,,0
Oil,0,,,0.005171233,,0
Oil,2,,1.356164384,,,0
Oil,0,0.252054795,,0.320041096,,0
Oil,3,,0.904109589,,,0
Oil,0,,,0.719803098,,0
Oil,0,0,,,,0
Oil,0,0.077048584,,0.502045006,,0
Gas,2,,0.657534247,,,0
Gas,3,,0.032876712,,,0
Oil,2,,2.465753425,,,0
Oil,1,0.06624,0,,,0
Oil,2,,0.112808219,,,0
Oil,0,7.383561644,,,,0
Oil,0,30.95636986,,,,0
Gas,0,,,0.091324201,,0
Gas,0,,,0.056444958,,0
Gas,2,,0.01369863,,,0
Gas,0,,,0.00913242,,0
Oil,0,,,0.119558177,,0
Oil,6,,0,,,0
Oil,0,,,0.168111624,,0
Oil,4,,1.107960753,,,0
Oil,0,0.084931507,,,,0
Oil,0,,,1.130824212,,0
Oil,3,0.582020548,0.813899543,,,0
Oil,0,,,0.011027397,,0
Oil,0,,,0.392123288,,0
Oil,0,,,0.155345571,,0
Oil,4,,0.831319247,0,,0
Oil,0,0.514727549,,0.249652893,,0
Oil,0,0.072229141,,,,0
Oil,0,1.214592466,,,,0
Oil,0,0.95890411,,,,0
Oil,2,,1.611662466,,,0
Oil,2,,1.727671233,,,0
Oil,0,,,0,,0
Oil,4,,0,,,0
Oil,0,,,0.044221384,,0
Oil,0,,,,,0
Oil,3,0.746712329,45.67315068,,,0
Oil,0,8.767123288,,2.164383562,,0
Oil,0,0.005753425,,,,0
Oil,0,0.367671233,,,,0
Oil,0,0.014611872,,,,0
Oil,0,1.961298392,,,,0
Oil,0,26.14977169,,,,0
Oil,50,0.010332681,2.376986301,,,0
Oil,8,0.008015042,0.001883562,,,0
Oil,0,,,0.422499178,,0
Oil,2,,671.2328767,,,0
Oil,0,,,0,,0
Oil,0,,,0.299293439,,0
Gas,0,0.100456621,,,,0
Gas,0,0.088584475,,,,0
Oil,0,,,0.165543916,,0
Gas,0,0.115981735,,,,0
Gas,2,,4.452054795,,,0
Oil,2,,161.6712329,,,0
Oil,5,,40.14794521,,,0
Oil,12,,63,,,0
Oil,6,,52.39269406,,,0
Gas,2,,5.753424658,,,0
Gas,2,,4.698630137,,,0
Gas,1,,0.649615616,0.301822548,,0
Gas,0,0.148858447,,,,0
Gas,2,,2.438356164,,,0
Gas,2,,1.31369863,,,0
Gas,2,,1.534246575,,,0
Gas,3,,31.81918457,0.87712465,,0
Gas,0,,,,0.042788219,4
Gas,0,,,,0,1
Gas,0,,,,0.08566,2
Gas,0,,,,0.34019074,5
Gas,0,,,,4.79452E-07,20
Oil,0,,,,0.000383562,1
Oil,0,,,,0.818891233,1
Oil,0,,,,0.657171735,6
Oil,0,,,,0.711232877,3
Oil,0,,,,0,2
Oil,0,,,,0.234703206,37
Oil,0,,,,0.000410959,1
Oil,0,,,,0.154826575,2
Oil,0,,,,0.285165648,13
Oil,0,,,,3.319086758,3
Oil,0,,,,0.028926712,6
Gas,0,,,,0,9
Gas,0,,,,3.389066849,5
Gas,0,,,,0.029589041,1
Gas,0,,,,0,2
Oil,0,,,,2.449520548,16
Oil,0,,,,1.860024762,21
Oil,0,,,,0.534885479,13
Oil,0,,,,4.003512329,1
Oil,0,,,,0.068120822,3
Oil,0,,,,0.205479452,2
Oil,0,,,,0.837115032,15
Oil,0,,,,0.003424658,1
Oil,0,,,,1.024301187,3
Gas,0,,,,0.02739726,1
Gas,0,,,,0.01369863,2
Gas,0,,,,0,24
Gas,0,,,,0.03490411,1
Gas,0,,,,,0
Oil,0,,,,0.063630137,2
Oil,0,,,,0.072669521,4
Oil,0,,,,0.000913242,3
Oil,0,,,,83.5105642,59
Oil,0,,,,0.004849315,1
Oil,0,,,,,0
Oil,0,,,,0,1
Oil,0,,,,0.010910959,1
Oil,0,,,,0,1
Gas,0,,,,0.001123288,1
Gas,0,,,,9.632876712,1
Gas,0,,,,0,1
Gas,0,,,,0.540639269,3
Gas,0,,,,15.28767123,7
Gas,0,,,,1.723287671,1
Oil,0,,,,,0
Oil,0,,,,0.007062466,1
Oil,0,,,,,0
Oil,0,,,,0.000254486,24
Oil,0,,,,0.217808219,1
Oil,0,,,,0.108438356,10
Oil,0,,,,0.115981735,3
Oil,0,,,,0.011580548,1
Oil,0,,,,0.05739726,6
Oil,0,,,,0.022735616,1
Oil,0,,,,0.010545129,54
Oil,0,,,,0.028835616,4
Oil,0,,,,0.000978466,10
Oil,0,,,,0.182773699,2
Oil,0,,,,0.147475616,2
Oil,0,,,,0.01349463,5
Oil,0,,,,0.049119374,7
Oil,0,,,,0.108610776,3
Oil,0,,,,5.808152591,45
Oil,0,,,,0.005407135,24
Oil,0,,,,,0
Oil,0,,,,0.001369863,1
Gas,0,,,,0.534246575,2
Oil,0,,,,0.04249066,11
Oil,0,,,,4.918583116,8
Oil,0,,,,,0
Oil,0,,,,0.046979384,4
Oil,0,,,,0.000821918,4
Oil,0,,,,0.012312454,109
Oil,0,,,,,0
Oil,0,,,,26.65836178,6
Oil,0,,,,,0
Oil,0,,,,0.001726027,6
Oil,0,,,,0.000758425,12
Oil,0,,,,0.385922082,5
Oil,0,,,,,0
Oil,0,,,,0.014332466,4
Oil,0,,,,0.000527945,24
Oil,0,,,,,0
Oil,0,,,,0.103013699,2
Oil,0,,,,0.158119178,2
Oil,0,,,,0.002299068,5
Oil,0,,,,,0
Oil,0,,,,0.002634247,1
Oil,0,,,,1.982799431,13
Oil,0,,,,,0
Oil,0,,,,0.546043781,10
Oil,0,,,,0.013058514,26
Oil,0,,,,0.185348422,23
Gas,0,,,,2.102739726,4
Oil,0,,,,0.657446849,1
Oil,0,,,,0.645552,10
Oil,0,,,,0,1
Oil,0,,,,0.508338082,1
Oil,0,,,,1.009310776,12
Gas,0,,,,0,1
Gas,0,,,,0.329114301,5
Gas,0,,,,0.005479452,5
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,0.340465753,1
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,1.316186865,35
Oil,0,,,,0.033538247,5
Oil,0,,,,0,1
Oil,0,,,,,0
Oil,0,,,,22.32876712,4
Oil,0,,,,,0
Oil,0,,,,0,1
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,0.002237192,4
Oil,0,,,,0.068493151,84
Oil,0,,,,0.109589041,9
Oil,0,,,,0,1
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,0.132136438,1
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,0,3
Oil,0,,,,0.005092055,1
Oil,0,,,,,0
Oil,0,,,,0.04109589,4
Oil,0,,,,0,2
Oil,0,,,,0.027587397,2
Oil,0,,,,,0
Oil,0,,,,0,3
Oil,0,,,,0.02854411,1
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,0,1
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,0.953068493,1
Gas,0,,,,0.067246575,1
Oil,0,,,,0.002769589,1
Oil,0,,,,,0
Oil,0,,,,0.005479452,5
Oil,0,,,,0.005520343,134
Oil,0,,,,,0
Oil,0,,,,0,1
Oil,0,,,,,0
Oil,0,,,,0.014327593,14
Oil,0,,,,,0
Oil,0,,,,0.178734508,21
Oil,0,,,,0.369863014,2
Oil,0,,,,90.67188519,21
Oil,0,,,,0.080041096,2
Oil,0,,,,0.061650137,2
Oil,0,,,,0.593607306,3
Oil,0,,,,,0
Oil,0,,,,0.003552511,3
Oil,0,,,,110.6849315,2
Oil,0,,,,53.05936073,12
Oil,0,,,,0.066885842,34
Oil,0,,,,0.01884484,9
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,,0
Oil,0,,,,17.26027397,1
Oil,0,,,,,0
Oil,0,,,,0.010595274,4
Oil,0,,,,0.000383562,1
Oil,0,,,,,0
Oil,0,,,,53.74429224,18
Oil,0,,,,0.018061644,6
Oil,0,,,,0,1
Oil,0,,,,,0
Oil,0,,,,0.006821918,1
Gas,0,,,,,0
Gas,0,,,,0.001561644,1
Gas,0,,,,0,4
Oil,0,,,,0,1
Oil,0,,,,0.009863375,25
Gas,0,,,,0.037863014,1
Gas,0,,,,0,1
Gas,0,,,,0.164383562,3
Gas,0,,,,0,1
Gas,0,,,,,0
Gas,0,,,,0,1
Gas,0,,,,,0
Gas,0,,,,1.726027397,1
Oil,0,,,,,0
Oil,0,,,,64.96575342,8
Oil,0,,,,0.022759589,4
Oil,0,,,,0.001452055,2
Oil,0,,,,0.004941233,2
Oil,0,,,,147.9452055,1
Oil,0,,,,0.183543425,6
Oil,0,,,,0.082191781,3
Oil,0,,,,0.000383562,1
Gas,0,,,,0.095890411,2
Gas,0,,,,0.000465753,1
Gas,0,,,,0,5
Gas,0,,,,0.136986301,1
Gas,0,,,,0.03652968,3
Gas,0,,,,0,2
Oil,0,,,,0,1
Oil,0,,,,0.002470685,1
Oil,0,,,,0.834811125,33
Oil,0,,,,0.038533244,82
Oil,0,,,,,0
Oil,0,,,,,0
Gas,0,,,,,0
Gas,0,,,,,0
Gas,0,,,,0.052673425,1
Oil,0,,,,0.548610568,7
Oil,0,,,,,0
