O/G,n_VENT,TB_VRU,TB_VENT,TB_FLARE,TB_DUMP,n_DUMP
Gas,108,0.00109589,0.65854896,0.05988692,,0
Gas,2,,1.506849315,,,0
Gas,2,,0.842068493,0.148808219,,0
Gas,0,,,2.006294521,,0
Gas,42,,11.04469667,1.261722114,,0
Gas,27,2.318229715,2.070015221,,,0
Gas,0,,,0.228310502,,0
Gas,8,,17.74958562,0.128178082,,0
Gas,0,,,1.466995434,,0
Gas,0,,,0.391050228,,0
Gas,9,,2.627092846,0.012671233,,0
Gas,15,,0.407305936,,,0
Oil,0,,,0.060739052,,0
Oil,0,,,0.041826484,,0
Oil,0,,,0.02739726,,0
Oil,6,,0.283818767,,,0
Oil,0,,,0,,0
Gas,0,,,0.501452055,,0
Gas,71,0,0.080841212,,,0
Gas,0,,,0.200714436,,0
Gas,3,,0.035094977,,,0
Gas,4,,0.691780822,,,0
Gas,3,,1.194785662,,,0
Gas,16,,1.780821918,0.076177748,,0
Gas,25,,0.042739726,,,0
Gas,0,,,,,0
Gas,1,,3.192155068,,,0
Gas,52,3.258561644,2.109905163,,,0
Gas,3,,5.107853881,0.82599726,,0
Gas,0,,,,,0
Gas,2,,0.50562,,,0
Gas,0,,,0.178082192,,0
Gas,48,,72.1130137,,,0
Gas,0,,,,,0
Oil,3,,29.90068493,0.165888551,,0
Oil,0,,,0.00062772,,0
Oil,42,,1.033007175,0.059852476,,0
Oil,0,,,1.058037706,,0
Oil,0,,,0.018558356,,0
Oil,14,,0.33072407,0.093933464,,0
Oil,14,0,0.103218924,,,0
Oil,2,,0.95890411,,,0
Oil,63,,0.323702444,,,0
Oil,0,,,0,,0
Oil,0,,,0.025055283,,0
Oil,14,,0.138551859,,,0
Oil,2,,0.219178082,0.01826484,,0
Oil,0,,,0,,0
Oil,125,,2.005809094,,,0
Oil,25,,0.567189041,0.020047945,,0
Oil,0,0.072572298,,,,0
Oil,8,,0.205479452,0.003161222,,0
Oil,2,,0,,,0
Oil,0,,,0.010269406,,0
Oil,55,,0.16139477,0.036986301,,0
Oil,0,,,0.003548813,,0
Oil,2,,0.219178082,0.01674277,,0
Oil,0,,,0.003830706,,0
Oil,0,,,0.852450664,,0
Oil,14,,0.804716243,0.041322216,,0
Oil,0,,,0.004089143,,0
Oil,0,,,0,,0
Oil,0,,,0.028161781,,0
Oil,0,,,0.101211145,,0
Oil,0,,,0.000213082,,0
Oil,9,,0.054794521,0.003652968,,0
Oil,87,,0.266729649,0.003124249,,0
Oil,0,,,0.013643836,,0
Oil,0,,,0.003695909,,0
Oil,0,,,0.207367534,,0
Oil,0,,,0.20281583,,0
Oil,0,,,0.014936781,,0
Oil,27,,0.097412481,0.020911918,,0
Oil,0,,,0.003252763,,0
Oil,48,,2.910958904,0.058708415,,0
Oil,0,,,0.008178082,,0
Oil,0,,,0.024370841,,0
Oil,0,,,0.039247499,,0
Oil,0,0.034790172,,0.053513058,,0
Oil,0,,,0,,0
Oil,0,,,0.052233881,,0
Oil,0,,,0.180739726,,0
Oil,32,0,0.616438356,0.021676953,,0
Oil,0,,,0.016554926,,0
Oil,0,,,0.005668399,,0
Oil,10,,15.54238082,0.08044265,,0
Oil,0,,,0.004199871,,0
Oil,0,,,0.02884975,,0
Oil,2,,55.6539726,0.753303933,,0
Oil,2,,0.021917808,0.005977584,,0
Oil,0,,,0.024862445,,0
Oil,6,,0.146118721,0.024872851,,0
Oil,15,,0,0.045100412,,0
Oil,0,,,0.726937595,,0
Oil,0,,,0.229814841,,0
Oil,0,,,0,,0
Oil,46,,0.003573556,0.000234165,,0
Oil,0,,,0.192761644,,0
Oil,0,,,0.065238635,,0
Oil,0,,,0.068588643,,0
Oil,0,,,0.004297609,,0
Oil,20,,0.10630137,0.004842306,,0
Oil,2,,0.273972603,0.00456621,,0
Oil,0,,,,,0
Gas,2,,0.95890411,,,0
Gas,3,,0,,,0
Gas,0,,,0.154598826,,0
Gas,18,,18.55660274,,,0
Oil,2,,0.109589041,0.000637146,,0
Oil,0,,,0,,0
Oil,85,,0.04995971,,,0
Oil,0,0.027903056,,0.136605653,,0
Oil,0,,,0.038866271,,0
Oil,39,,0.296452406,0.001712329,,0
Oil,0,,,0.008101781,,0
Oil,93,0.011594178,48.63553042,0.08701735,,0
Oil,0,,,0.003680235,,0
Oil,0,,,0.050769339,,0
Oil,0,,,0.824810449,,0
Oil,14,,0.466536204,,,0
Oil,0,,,0.669049037,,0
Oil,0,,,0.447079142,,0
Oil,0,,,0.047787012,,0
Oil,20,0.001027397,0.076712329,0.046796288,,0
Oil,50,0,0.273276225,0.063802935,,0
Oil,0,,,1.167010274,,0
Oil,20,,2.178082192,0.079307859,,0
Oil,2,0,8.860589041,0.02476908,,0
Oil,0,1.689726027,,0.78615343,,0
Oil,0,,,0.169303535,,0
Oil,88,0.003770265,1.04607721,0.008451597,,0
Oil,12,0.053801866,4.014862169,0.37434537,,0
Oil,16,,0.025684932,0.001132648,,0
Oil,2,,0.223766438,0.089029212,,0
Oil,9,,1.572450654,0.021901233,,0
Oil,0,,,0.284273147,,0
Oil,0,,,0.159713574,,0
Oil,0,,,0.011986301,,0
Oil,0,,,0.002143836,,0
Oil,0,,,0.287305936,,0
Oil,0,,,0.194699041,,0
Oil,0,,,0.171984018,,0
Oil,0,0.033830724,,0.111427886,,0
Oil,0,,,0.012404389,,0
Oil,12,,0.148401826,0.001647304,,0
Oil,13,0.039426693,15.61613488,0.140129565,,0
Oil,0,,,0.000402617,,0
Oil,0,,,0.795192308,,0
Oil,0,,,0.005433788,,0
Oil,0,0.008732877,,0.136986301,,0
Oil,4,0,0.274272123,0.037768831,,0
Oil,0,,,0.085726027,,0
Oil,28,,3.66927593,0.044600191,,0
Oil,28,,50.19569472,1.620784128,,0
Oil,50,0,3.408219178,0.009175599,,0
Oil,0,,,0,,0
Oil,0,,,0.054836701,,0
Oil,0,,,0.022505932,,0
Oil,0,,,0.339986732,,0
Oil,1,,0.547945205,0.016116035,,0
Oil,0,,,0.094201514,,0
Oil,0,,,0.022198037,,0
Oil,0,,,0.066884744,,0
Oil,0,,,0.000330289,,0
Oil,0,,,0.004071537,,0
Oil,0,,,0.458421479,,0
Oil,0,,,0.017396355,,0
Oil,42,,0.110241357,0.044380357,,0
Oil,0,,,0,,0
Oil,0,,,0.012150685,,0
Oil,0,,,0.881949327,,0
Oil,1,,16.16438356,0.008837826,,0
Oil,207,,0.099480461,0.013529511,,0
Oil,5,,0.005479452,0.000127429,,0
Oil,0,,,0.003652968,,0
Oil,0,,,0.082587624,,0
Oil,0,,,0.061989856,,0
Oil,0,,,0.069746274,,0
Oil,0,,,0.03281409,,0
Oil,12,,0.201826484,,,0
Oil,0,,,0.202435833,,0
Oil,0,,,0.020184075,,0
Oil,0,,,0.03652968,,0
Oil,4,,0.950678082,0.007878669,,0
Oil,0,,,1.20760618,,0
Oil,4,,0.410958904,0,,0
Oil,66,0.099315068,0,0,,0
Oil,0,,,0,,0
Oil,0,,,0.006392603,,0
Oil,0,,,0.006524247,,0
Oil,0,,,0.085534247,,0
Oil,0,,,0.003081033,,0
Oil,0,,,0.0456621,,0
Oil,0,,,0.00913242,,0
Oil,10,,0.795339726,,,0
Oil,0,,,0.36969863,,0
Oil,0,,,0.060456621,,0
Oil,0,0.049041096,,,,0
Oil,0,,,0.081023387,,0
Oil,0,,,0.015808219,,0
Oil,7,,1.521722114,0.223236936,,0
Oil,0,,,0.198996115,,0
Oil,0,,,0.01217656,,0
Oil,4,,0,0.011263288,,0
Oil,0,,,0,,0
Oil,0,,,0.014575342,,0
Oil,0,,,0.00853137,,0
Oil,2,,0.758054795,,,0
Oil,0,,,0.000611963,,0
Oil,0,0.008608557,,0.033167646,,0
Oil,24,,0.2956621,0.003424658,,0
Oil,4,0.050354247,50.43802055,0.100182547,,0
Oil,0,,,0.003458208,,0
Oil,2,,0.219178082,0.021917808,,0
Oil,0,,,0.173867229,,0
Oil,0,,,0.080112493,,0
Oil,21,0.001791359,0.114807567,0.019339243,,0
Oil,12,0,0.874938196,0.078228625,,0
Oil,0,,,0.0207555,,0
Oil,0,,,0.018972603,,0
Oil,0,,,1.059121192,,0
Oil,0,,,0.05503744,,0
Oil,0,,,0.078366736,,0
Oil,4,,1.917808219,0.004058853,,0
Oil,0,,,0.014995005,,0
Oil,3,,0.01826484,0.000291904,,0
Oil,4,0,3.072284452,0.387051648,,0
Oil,0,,,0.113260274,,0
Gas,0,,,,,0
Gas,0,,,0.186799502,,0
Gas,3,,22.55542941,,,0
Gas,0,0,,0,,0
Gas,26,,0.002723056,,,0
Gas,1,,0.049696164,,,0
Gas,0,,,,,0
Gas,0,,,0.049342466,,0
Gas,0,0,,0.100347032,,0
Gas,0,0,,,,0
Gas,0,0,,0.247123288,,0
Gas,3,,0.638757443,,,0
Gas,0,0,,0.203589041,,0
Gas,0,0,,,,0
Gas,7,,0.528375734,,,0
Gas,2,,2.534246575,0.062661061,,0
Gas,3,0.151663405,0.821917808,0.011182555,,0
Gas,0,0,,,,0
Gas,37,0,9.223846723,0.006,,0
Gas,2,,0.343506849,,,0
Gas,4,,1.33405863,,,0
Gas,0,0.106544901,,0.009447331,,0
Gas,7,0,0.861056751,0,,0
Gas,30,,0.02739726,,,0
Gas,0,0,,0.068493151,,0
Gas,0,0,,,,0
Gas,0,0,,,,0
Gas,22,,0.166244321,,,0
Gas,6,,0.657260274,,,0
Gas,0,,,0.245616438,,0
Oil,2,,3.483857808,,,0
Oil,20,,3.420825726,,,0
Oil,2,,13.52832945,,,0
Oil,0,,,0.194760116,,0
Oil,58,0,1.451342938,0.336027397,,0
Oil,2,,3.503979041,,,0
Oil,18,0,0.877222222,,,0
Oil,2,,14.89658644,,,0
Oil,6,,5.491584064,,,0
Oil,2,,3.335260274,,,0
Oil,0,,,0,,0
Oil,66,,12.84548442,,,0
Oil,1,,1.949616438,,,0
Oil,40,0,0.9262,0.276363636,,0
Oil,0,,,0.171329532,,0
Oil,2,,2.69372,,,0
Oil,24,,5.348409304,,,0
Gas,8,,0.921232877,,,0
Gas,28,0,1.425805284,,,0
Gas,0,,,0.757160648,,0
Gas,310,,0.005125939,0.022385566,,0
Gas,45,,0.108625693,0.055244099,,0
Gas,792,,0.006537983,0.005268704,,0
Gas,5,0,0.022392986,0.016986336,,0
Gas,0,,,0,,0
Gas,4,0,1.02739726,0.088,,0
Gas,0,,,0.044926196,,0
Oil,0,,,0.023483366,,0
Oil,34,,0.656855246,,,0
Oil,21,,1.048704384,,,0
Oil,3,,1.738850685,,,0
Oil,30,,0.648786192,,,0
Oil,12,,0.958100685,,,0
Oil,30,,0.839607306,,,0
Oil,1,0.028859132,73.01629315,,,0
Oil,369,,3.623303805,,,0
Oil,31,0,0.041537782,0,,0
Oil,0,0,,0.01180274,,0
Oil,0,0,,,,0
Oil,0,,,0.372541507,,0
Oil,49,,1.71883674,,,0
Oil,1377,,4.615609043,,,0
Oil,9,0.695865504,0.640487062,,,0
Oil,23,0.490085616,6.060750447,0.171465847,,0
Oil,13,9.58904E-07,9.8588E-05,0.00152207,,0
Oil,26,,0,4.11644E-05,,0
Oil,8,,0.739726027,0.50219036,,0
Oil,17,0.272694528,5.769668219,0.000334423,,0
Oil,10,0.086830098,1.572757808,0.003148584,,0
Oil,16,,0.562910805,4.27586E-05,,0
Oil,0,0,,0.00747198,,0
Oil,0,1.082484932,,,,0
Oil,7,,0.226448571,,,0
Oil,78,,0.701354447,,,0
Oil,2,,1.17260274,,,0
Oil,4,,0.167160274,,,0
Oil,323,,0.027227618,,,0
Oil,5,0.235578082,0.071386192,3.71385E-06,,0
Oil,5,,0.028166137,,,0
Oil,0,,,0.093273973,,0
Oil,0,,,0.038684932,,0
Oil,7,,79.97246356,0.014069821,,0
Oil,5,0,0.054794521,,,0
Oil,6,,1.955821233,0.047947671,,0
Oil,0,0.047890685,,6.27397E-05,,0
Oil,47,,3.238744751,,,0
Oil,9,,0.734963135,,,0
Oil,0,,,0.013046314,,0
Oil,6,,0.904213151,0.004755708,,0
Oil,1,,1.350932329,,,0
Oil,1,,2.423073973,,,0
Oil,44,0.547012955,11.86311923,,,0
Oil,66,,2.161779369,,,0
Oil,3,,0.00913242,,,0
Oil,2,0,0.731068493,0.14725723,,0
Oil,0,0,,0.067184932,,0
Oil,2,,0.116733425,,,0
Oil,1392,,0.445862584,,,0
Oil,28,1.317166393,0.210282818,6.83918,,0
Oil,84,,3.456216569,0.026865919,,0
Oil,12,,43.84929957,11.12134057,,0
Oil,0,,,0.000654834,,0
Oil,2,0.021415525,0.142465753,,,0
Oil,3,,0.182648402,,,0
Oil,3,1.319959157,0,,,0
Oil,0,,,0,,0
Oil,27,0,2.647348534,0.01576774,,0
Oil,4,,0.216160685,0.000223151,,0
Oil,4,,1.136986301,,,0
Oil,0,,,0.316688761,,0
Oil,6,0.081243379,4.937210274,0.024184521,,0
Oil,183,,0.019762981,,,0
Oil,11,0.057607997,1.636325704,0.000143796,,0
Oil,329,,0.048882042,,,0
Oil,18,0,1.308980213,0.006414074,,0
Oil,0,0.289193303,,,,0
Oil,13,0.486217397,0.319879874,,,0
Oil,166,,0.259778841,0.024501615,,0
Oil,9,0,25.29680365,0.078277886,,0
Oil,120,0.507759515,2.9239315,0.187150172,,0
Oil,0,,,0.042465753,,0
Oil,93,,2.77310355,0.321537291,,0
Oil,3,0.875586207,0.256,0.012319609,,0
Oil,22,0.072990313,0.131828568,0.002402192,,0
Oil,6,0,1.324200913,0,,0
Oil,1,,7.942931507,,,0
Oil,9,,3.472265784,,,0
Oil,2,,0.144603014,,,0
Oil,0,0,,,,0
Oil,23,,4.733351078,,,0
Oil,36,,0.001149163,,,0
Oil,26,,0.389715374,,,0
Oil,39,,0.029000667,,,0
Oil,1,1.198603625,0.668578356,,,0
Oil,9,,0.140689315,,,0
Oil,2,,0.622855068,,,0
Oil,4,,0,,,0
Oil,7,,0.037499648,,,0
Oil,25,,0.159463901,,,0
Oil,0,,,0.01716895,,0
Oil,8,,0.698095,0.010651575,,0
Oil,70,,0.012524462,,,0
Oil,2,,2.917808219,,,0
Oil,1,,0.819032877,,,0
Oil,2,,0.25890411,,,0
Oil,1,,0.767123288,,,0
Oil,6,0.016960822,0.998163607,,,0
Oil,2,,0.123287671,,,0
Oil,0,,,0.017150685,,0
Oil,0,0,,,,0
Oil,7,,0.043767397,,,0
Oil,70,,2.381797969,,,0
Oil,0,0.102123288,,,,0
Oil,3,,0.025022831,,,0
Oil,10,,1.326027397,,,0
Oil,18,0,0.182648402,0,,0
Oil,19,,0.006691565,,,0
Oil,2,,0.537563014,,,0
Oil,20,0.383431096,11.69313697,0.293156473,,0
Oil,72,,2.443823935,,,0
Oil,16,0,0.065068493,0,,0
Oil,0,0,,,,0
Oil,16,,0.142591096,6.11872E-06,,0
Oil,298,,0.951469811,,,0
Oil,0,,,0.547945205,,0
Oil,3,0.062857143,0.661187215,,,0
Oil,0,1.090958904,,,,0
Oil,14,,0.067963796,,,0
Oil,765,1.501097253,0.053732653,0.013450851,,0
Oil,11,,0.000177484,0.003223207,,0
Oil,18,0.006169702,2.684534003,0.001689412,,0
Oil,0,0.123287671,,0.073059361,,0
Oil,2,,0.844686164,,,0
Oil,3,0,2.322812785,0.626417808,,0
Oil,4,0,0.939636986,0.052630137,,0
Oil,1,,1.457037808,,,0
Oil,48,,0.057077626,,,0
Oil,72,,4.642424102,,,0
Oil,42,0.148401826,1.84605349,0.208640674,,0
Oil,6,,1.095890411,,,0
Oil,27,1.21942911,6.105734236,,,0
Oil,49,,0.126610109,0,,0
Oil,0,,,0.082330306,,0
Oil,8,,11.25067103,,,0
Oil,255,,0.023529412,,,0
Oil,19,0.119493123,0.453844946,0.000265084,,0
Oil,74,0.091324201,0.666419845,0.01369863,,0
Oil,4,,1.996956164,,,0
Oil,11,,0.169253699,,,0
Oil,28,,4.353805773,,,0
Oil,0,0,,0.01369863,,0
Oil,0,,,,,0
Oil,0,,,0.103479452,,0
Oil,1,,0.090184384,,,0
Oil,62,,28.41266893,,,0
Oil,9,,1.095890411,,,0
Oil,1,,0.206147397,,,0
Oil,4,,0.830136986,,,0
Oil,12,,1.094977169,,,0
Oil,8,,0.2223975,,,0
Oil,0,,,0.04714938,,0
Oil,2,,0.970485342,,,0
Oil,3,,0.858447489,,,0
Oil,3,0.044610192,0.050582283,0.000102217,,0
Oil,39,,0.323147172,,,0
Oil,2,,2.216593151,,,0
Oil,5,0.022545479,38.45770455,0.262350548,,0
Oil,1,0,0,0,,0
Oil,8,,0.091764932,,,0
Oil,5,,0.363229918,,,0
Oil,1,0.266389829,0.98983589,0.020266119,,0
Oil,7,,0.15075045,,,0
Oil,3,,1.086757991,,,0
Oil,6,,0.141804429,,,0
Oil,2,,0.821917808,,,0
Gas,0,0.192930685,,0.000393151,,0
Gas,9,,0.487062405,,,0
Gas,5,0.00639726,0.22312526,1.26027E-05,,0
Gas,0,0,,0,,0
Gas,21,0,1.214648402,,,0
Gas,1,,0.089753425,,,0
Gas,2,,0.684931507,,,0
Oil,8,,3.636017021,,,0
Oil,41,0.028135205,2.270312616,,,0
Oil,17,0,0.020950846,0,,0
Oil,0,,,0.986821189,,0
Oil,0,,,0.065671233,,0
Oil,0,0,,,,0
Oil,119,,0.26943348,,,0
Oil,140,,0.118382294,,,0
Oil,11,0.008581096,0.24427878,,,0
Oil,100,,0.786788085,,,0
Oil,0,0,,0,,0
Oil,53,,2.660325666,,,0
Oil,15,0.045394951,0.246862776,0.004149589,,0
Oil,0,,,0,,0
Oil,0,,,0.002739726,,0
Oil,32,0.315551974,0.024666096,0.01369863,,0
Oil,103,,1.580997226,0.057794403,,0
Oil,0,,,0.011985388,,0
Oil,488,,0.021109364,,,0
Oil,0,0.400227229,,0.001128577,,0
Oil,26,0.306955205,0.114513045,5.40639E-05,,0
Oil,3,,11.0549863,,,0
Oil,7,,0.577983992,,,0
Oil,2,,0.02623589,,,0
Oil,23,,0.910378011,,,0
Oil,1,2.96109589,9.78630137,,,0
Oil,4,,0.199758356,,,0
Oil,10,,1.539081425,,,0
Oil,6,0,0.456621005,0,,0
Oil,3,,4.376984566,,,0
Oil,11,0.328584475,1.608966376,,,0
Oil,4,,1.424657534,,,0
Oil,61,0,0.570401976,0.019569472,,0
Oil,1,,0,,,0
Oil,4,0.055187093,3.172914795,,,0
Oil,2,,0,,,0
Oil,76,,0.62341562,,,0
Oil,2,,1.720547945,,,0
Oil,0,,,,,0
Oil,8,,0.276415068,,,0
Oil,23,,2.664715068,,,0
Oil,0,,,,,0
Oil,0,,,,,0
Oil,23,0.085803387,1.947450804,,,0
Oil,0,,,0,,0
Oil,0,0,,,,0
Oil,2,0,0.045287671,0.016946119,,0
Oil,4,,2.554319863,,,0
Oil,5,,0.083082411,,,0
Oil,69,,13.87035635,,,0
Oil,2,,1.232876712,,,0
Oil,0,,,,,0
Oil,2,,0.578771233,,,0
Oil,2,,0.435669041,,,0
Oil,2,,2.526120548,,,0
Oil,2,0,0.056616438,0.132545838,,0
Oil,0,0,,0.095004566,,0
Oil,3,,0.207211872,,,0
Oil,11,,0.019819975,,,0
Oil,287,,1.469619308,,,0
Oil,0,,,1.127545822,,0
Oil,0,,,0.000763436,,0
Oil,3,,8.368949772,,,0
Oil,22,0,0.747198007,0.054794521,,0
Oil,0,2.529153176,,,,0
Oil,2,,0.114260274,,,0
Oil,4,,0.184931507,,,0
Oil,90,,1.049010654,0.0249066,,0
Oil,2,,0.47160411,,,0
Oil,0,,,0.04100074,,0
Oil,0,0.126448894,,0,,0
Oil,0,0.582191781,,,,0
Oil,48,,2.507089041,0.180365297,,0
Oil,2,,0.040840137,,,0
Oil,0,,,0.277296804,,0
Oil,0,0,,,,0
Oil,24,,0.423247283,,,0
Oil,9,,0.335392785,6.30137E-06,,0
Oil,119,,1.048135483,,,0
Oil,14,,0.847749511,,,0
Oil,0,,,0.082086164,,0
Oil,4,2.279385616,3.684425685,0.050761918,,0
Oil,1,,0.00082,0,,0
Oil,0,,,5.88128E-05,,0
Oil,18,,1.538547565,,,0
Oil,12,,0.44,0.006027397,,0
Oil,0,,,0.061369863,,0
Oil,0,,,1.9726E-05,,0
Oil,1,,5.172591781,,,0
Oil,5,,0.262036329,,,0
Oil,31,,3.589350384,,,0
Oil,0,0,,0,,0
Oil,0,0,,,,0
Oil,0,0,,,,0
Oil,23,,3.670960631,,,0
Oil,49,,3.310759776,,,0
Oil,1,0,7.97260274,,,0
Oil,8,,1.97260274,,,0
Oil,0,3.1220979,,0.18928009,,0
Oil,9,,0.943683409,0,,0
Oil,40,0.865649787,2.215763733,0.04741726,,0
Oil,2,0.004824247,0.450164658,0,,0
Oil,8,0.250479452,1.634623288,0.107206671,,0
Oil,0,,,0,,0
Oil,52,,2.150304115,0.084718702,,0
Oil,14,,0,,,0
Oil,0,,,0.064551946,,0
Oil,0,0.283488198,,0.00054432,,0
Oil,2,0.25276411,0,,,0
Oil,2,3.509150685,3.167084932,,,0
Oil,42,0.047064169,1.339407032,,,0
Oil,21,0.017752497,3.605345388,0.269517199,,0
Oil,14,0,0.080234834,,,0
Oil,4,,2.564204041,,,0
Oil,13,0,0.261327713,0.689823875,,0
Oil,102,0,2.019023637,0.110090411,,0
Oil,23,0,4.148486004,,,0
Oil,0,,,0.342123288,,0
Oil,84,2.449622728,2.615386673,,,0
Oil,8,,0.188707842,,,0
Oil,2,,0.150126575,,,0
Oil,26,,2.610844215,,,0
Oil,49,0.021572646,0.436119653,0.010744024,,0
Oil,0,,,1.253424658,,0
Oil,344,15.32420091,1.714491112,,,0
Oil,13,,0.836248683,,,0
Oil,40,0,1.97260274,0,,0
Oil,13,,0.575975258,,,0
Oil,266,,5.655064356,0.414133614,,0
Oil,2,,0.174332603,,,0
Oil,1851,1.080365297,0.506738305,0.414144632,,0
Oil,36,0,0.734398782,,,0
Oil,278,,0.022371144,,,0
Oil,100,0.073059361,0.457534247,0.016116035,,0
Oil,7,1.126611416,1.13253229,,,0
Oil,1,,0.276868767,0.014545988,,0
Oil,0,,,0.008526301,,0
Oil,18,0.046450685,1.529063912,,,0
Oil,17,0,0.04995971,0,,0
Oil,2,,1.448028219,,,0
Oil,0,0,,,,0
Oil,30,,0.31623895,,,0
Oil,31,,2.860080716,,,0
Oil,6,0,0.05847516,0.001015945,,0
Oil,11,0.02260274,0.591780822,,,0
Oil,18,0.136306175,0.143253516,,,0
Oil,115,,1.101565396,0.037409267,,0
Oil,6,0.216808151,0.37981653,,,0
Oil,1,,0.287042466,,,0
Oil,20,,0.040613849,,,0
Oil,122,,0.106552071,,,0
Oil,4,0.204246575,0.945205479,,,0
Oil,0,,,0,,0
Oil,61,0.043523082,2.988434768,0.03403514,,0
Oil,27,,5.207192187,,,0
Oil,5,0,0,0,,0
Oil,443,,0.918062413,,,0
Oil,220,0.224806134,0.129631445,3.10364239,,0
Oil,2,,1252.739726,0.547945205,,0
Oil,0,,,0.017612524,,0
Oil,27,,3.289226859,0.095618371,,0
Oil,11,0.076961395,0.97611457,0.038356164,,0
Oil,27,,9.80619E-05,0,,0
Oil,4,,0.011183562,0.00065411,,0
Oil,18,,0.470319635,,,0
Oil,51,,0.171904378,,,0
Oil,32,0.037930091,0.159240856,3.72603E-05,,0
Oil,7,,1.407301761,,,0
Oil,4,,0.897260274,,,0
Oil,28,0.755277877,0.825361487,0.001176948,,0
Oil,0,,,0.024547945,,0
Oil,0,0.025342466,,,,0
Oil,1,0.11287121,2.975359452,0.018162785,,0
Oil,2,,0.206472603,,,0
Oil,2,,0.164536164,,,0
Oil,0,,,0.091324201,,0
Oil,0,,,0.03300137,,0
Oil,6,0.098559087,0.208478265,,,0
Oil,2,,0.145246027,,,0
Oil,45,,0.876298831,,,0
Oil,7,,0.032230763,,,0
Oil,3,,0,1.09589E-06,,0
Oil,362,,1.928148996,,,0
Oil,12,39.0655579,11.01399795,3.006836164,,0
Oil,1,,1448.767123,1.04109589,,0
Oil,15,,1.0856621,,,0
Oil,3,,1.580493516,0.03970113,,0
Oil,42,,3.537844266,0.090910906,,0
Oil,7,,0.087145205,,,0
Oil,1,0,0.00138411,0,,0
Oil,27,,0.007455718,2.10748E-08,,0
Oil,4,,0.904109589,,,0
Oil,2,,0,,,0
Oil,328,,0.180170398,0.863191803,,0
Oil,12,0.290660274,0.410572078,9.4236E-05,,0
Oil,18,0.129150361,12.99076556,,,0
Oil,18,,2.664777778,,,0
Oil,0,0,,0.325052055,,0
Oil,0,0,,,,0
Oil,6,,0.567261963,,,0
Oil,64,,14.96926628,,,0
Oil,55,,4.577474471,0.037856567,,0
Oil,0,,,0.917475068,,0
Oil,0,,,0.002605936,,0
Oil,7,0,2.778864971,0,,0
Oil,2,,0.154769178,,,0
Oil,52,,0.065927292,0.00913242,,0
Oil,2,,3.510684932,0.02630137,,0
Oil,0,,,0.10630137,,0
Oil,14,,0.020286497,,,0
Oil,2,,0.179452055,,,0
Oil,3,,0.087898813,,,0
Oil,2,,0.180324932,,,0
Oil,5,,0.030325808,,,0
Oil,9,0.016386052,0.233911842,,,0
Gas,33,0,0.173978414,,,0
Gas,3,,14.65497306,,,0
Gas,4,,0.068493151,0,,0
Gas,3,,0.182648402,,,0
Gas,0,,,0.078767123,,0
Gas,0,,,0.684931507,,0
Gas,24,,0.005625845,0.045322055,,0
Gas,0,,,0,,0
Gas,0,,,1.369863014,,0
Oil,1,,2.728767123,,,0
Oil,3,,0.089206849,,,0
Oil,9,,0.03957382,,,0
Oil,3,,1.947031963,,,0
Oil,0,0.031783151,,,,0
Oil,17,0.378176621,4.952142965,0.020571963,,0
Oil,17,0,0.017727639,0,,0
Oil,4,,1.025667397,,,0
Oil,29,0,0.317430326,0.297834733,,0
Oil,55,0,1.422002491,,,0
Oil,6,0,15.37614155,,,0
Oil,50,,0.019592104,,,0
Oil,81,2.140727243,2.329901323,,,0
Oil,2,,0.222865068,,,0
Oil,74,,14.9142037,,,0
Oil,38,0.019453676,0.901225667,0.01826484,,0
Oil,0,0.034246575,,,,0
Oil,43,,0.485690882,,,0
Oil,37,0.748310502,1.851758608,,,0
Oil,2,,0.736986301,,,0
Oil,57,0,0.889209325,0.042149631,,0
Oil,4,0.157694612,0.629748699,,,0
Oil,157,3.106187961,2.38922148,0.178543523,,0
Oil,16,,0.163835616,,,0
Oil,657,,1.131916766,0.338314653,,0
Oil,10,,0.334264466,,,0
Oil,19,0,0.43258832,,,0
Oil,54,,1.411555556,,,0
Oil,249,,0.048192771,0.026801659,,0
Oil,68,0.056039851,0.535858179,0.02140411,,0
Oil,16,0.144672877,0.27863363,,,0
Oil,16,0.628936986,1.789657534,,,0
Oil,0,,,0.104199416,,0
Oil,8,,0.030821918,,,0
Oil,0,0,,0.826899128,,0
Oil,0,0,,,,0
Oil,20,0.413715479,6.997710959,0.179458584,,0
Oil,57,,2.524086181,,,0
Oil,2,,0.547945205,,,0
Oil,215,4.938731765,3.299158661,,,0
Oil,3,,1.567123288,,,0
Oil,16,0.844375397,0.30523899,,,0
Oil,6,0,0.182648402,0,,0
Oil,0,,,0.454769838,,0
Oil,0,,,0,,0
Oil,22,,1.218670187,0.009563168,,0
Oil,8,0.083965175,0.162600651,0.001089992,,0
Oil,11,,0.088739402,,,0
Oil,215,,5.190368856,,,0
Oil,18,0,0.00304414,0,,0
Oil,0,0,,,,0
Oil,2,,0.172438767,,,0
Oil,10,0.034451233,0.340990767,1.182E-05,,0
Oil,2271,,3.471120792,,,0
Oil,2,,1229.178082,0.182648402,,0
Oil,4,0.087549467,1.04109589,,,0
Oil,1,,13.53424658,,,0
Oil,7,0.307910607,1.001104853,0.068565053,,0
Oil,6,2.379448219,29.45406845,0.453201918,,0
Oil,8,,0.079666096,,,0
Oil,8,1.53778E-06,0.000765308,0.000660175,,0
