GAS_SENT_TO_FLARE,FLARE_FEED_GAS_CH4_MOLE_FRACT
3826139.494,0.5718803
3822812.76,0.5844935
3822812.76,0.5844935
3816841.337,0.5995974
3816841.337,0.5995974
3813364.076,0.5844935
3813364.076,0.5844935
3811569.545,0.5398128
3811569.545,0.5398128
3810572.344,0.5995974
3810572.344,0.5995974
3808237.221,0.5844935
3808237.221,0.5844935
3800638.927,0.5398128
3800638.927,0.5398128
3799114.167,0.5718803
3799114.167,0.5718803
3797346.877,0.5844935
3797346.877,0.5844935
3791133.869,0.5844935
3791133.869,0.5844935
3783531.236,0.5844935
3783531.236,0.5844935
3756036.572,0.5995974
3756036.572,0.5995974
3755740.185,0.5995974
3755740.185,0.5995974
3744994.047,0.5720197
3744994.047,0.5720197
3699469.073,0.5718803
3699469.073,0.5718803
3695685.683,0.5398128
3695685.683,0.5398128
3671227.236,0.5718803
3671227.236,0.5718803
3670334.232,0.5844935
3670334.232,0.5844935
3666715.561,0.3629321
3666715.561,0.3629321
3657376.872,0.1749229
3657376.872,0.1749229
3644778.609,0.5995974
3644778.609,0.5995974
3642202.335,0.599424
3642202.335,0.599424
3630933.252,0.5398128
3630933.252,0.5398128
3628195.821,0.5398128
3628195.821,0.5398128
3626342.474,0.5398128
3626342.474,0.5398128
3623629.832,0.5995974
3623629.832,0.5995974
3599085.403,0.5844935
3599085.403,0.5844935
3597726.527,0.19
3597726.527,0.19
3595757.614,0.5844935
3595757.614,0.5844935
3590082.099,0.5995974
3590082.099,0.5995974
3586186.3,0.5844935
3586186.3,0.5844935
3583279.618,0.5720197
3583279.618,0.5720197
3569694.613,0.5995974
3569694.613,0.5995974
3565796.783,0.5926215
3565796.783,0.5926215
3551345.99,0.5995974
3551345.99,0.5995974
3550897.693,0.5995974
3550897.693,0.5995974
3549458.597,0.5844935
3549458.597,0.5844935
3539679.076,0.599424
3539679.076,0.599424
3536512.455,0.5995974
3536512.455,0.5995974
3533531.758,0.5398128
3533531.758,0.5398128
3527001.077,0.5844935
3527001.077,0.5844935
3500447.118,0.5995974
3500447.118,0.5995974
3499563.368,0.5995974
3499563.368,0.5995974
3493294.651,0.5844935
3493294.651,0.5844935
3492601.662,0.5844935
3492601.662,0.5844935
3489013.993,0.5398128
3489013.993,0.5398128
3478553.118,0.5398128
3478553.118,0.5398128
3456821.923,0.5995974
3456821.923,0.5995974
3442591.306,0.5398128
3442591.306,0.5398128
3434279.054,0.5398128
3434279.054,0.5398128
3425042.526,0.5844935
3425042.526,0.5844935
3381918.4,0.5995974
3381918.4,0.5995974
3378807.082,0.5398128
3378807.082,0.5398128
3370165.386,0.5844935
3370165.386,0.5844935
3360521.487,0.5995974
3360521.487,0.5995974
3332364.435,0.5995974
3332364.435,0.5995974
3317139.911,0.5844935
3317139.911,0.5844935
3306820.35,0.5995974
3306820.35,0.5995974
3305355.204,0.5720197
3305355.204,0.5720197
3302282.658,0.599424
3302282.658,0.599424
3285993.875,0.5995974
3285993.875,0.5995974
3280759.18,0.5995974
3280759.18,0.5995974
3265644.525,0.19
3265644.525,0.19
3254076.653,0.5398128
3254076.653,0.5398128
3248906.568,0.5718803
3248906.568,0.5718803
3238183.486,0.5995974
3238183.486,0.5995974
3236128.911,0.5718803
3236128.911,0.5718803
3235274.202,0.5398128
3235274.202,0.5398128
3224296.812,0.5844935
3224296.812,0.5844935
3213692.756,0.5995974
3213692.756,0.5995974
3210209.155,0.19
3210209.155,0.19
3206290.06,0.5844935
3206290.06,0.5844935
3163439.882,0.5995974
3163439.882,0.5995974
3162452.789,0.5398128
3162452.789,0.5398128
3153306.894,0.5995974
3153306.894,0.5995974
3133841.119,0.5995974
3133841.119,0.5995974
3118769.98,0.599424
3118769.98,0.599424
3116129.272,0.5995974
3116129.272,0.5995974
3110399.648,0.5398128
3110399.648,0.5398128
3105860.868,0.5398128
3105860.868,0.5398128
3103690.967,0.5718803
3103690.967,0.5718803
3097968.275,0.5720197
3097968.275,0.5720197
3074715.588,0.5995974
3074715.588,0.5995974
3070614.257,0.5995974
3070614.257,0.5995974
3069022.707,0.5926215
3069022.707,0.5926215
3068227.255,0.5844935
3068227.255,0.5844935
3062811.226,0.5398128
3062811.226,0.5398128
3062165.224,0.5398128
3062165.224,0.5398128
3057267.717,0.1749229
3057267.717,0.1749229
3054480.206,0.5718803
3054480.206,0.5718803
3053313.874,0.5844935
3053313.874,0.5844935
3028122.231,0.599424
3028122.231,0.599424
3027989.531,0.5398128
3027989.531,0.5398128
3016366.971,0.5718803
3016366.971,0.5718803
2998996.607,0.5844935
2998996.607,0.5844935
2992183.513,0.5844935
2992183.513,0.5844935
2973595.245,0.5995974
2973595.245,0.5995974
2956430.079,0.5995974
2956430.079,0.5995974
2955243.428,0.5995974
2955243.428,0.5995974
2944621.137,0.5718803
2944621.137,0.5718803
2942094.536,0.5844935
2942094.536,0.5844935
2929982.049,0.5995974
2929982.049,0.5995974
2915835.04,0.5844935
2915835.04,0.5844935
2911290.898,0.19
2911290.898,0.19
2909407.927,0.5995974
2909407.927,0.5995974
2900262.943,0.5995974
2900262.943,0.5995974
2897693.478,0.599424
2897693.478,0.599424
2894923.493,0.5844935
2894923.493,0.5844935
2877858.83,0.5398128
2877858.83,0.5398128
2861992.524,0.5718803
2861992.524,0.5718803
2848961.643,0.5926215
2848961.643,0.5926215
2846354.516,0.5398128
2846354.516,0.5398128
219000,0.92639
219000,0.92639
219000,0.92639
219000,0.92639
219000,0.92639
219000,0.92639
219000,0.92639
219000,0.92639
219000,0.92639
219000,0.92639
155167452.5,0.1749229
155167452.5,0.1749229
111819713.9,0.5718803
111819713.9,0.5718803
103973190.6,0.5995974
103973190.6,0.5995974
103440219.5,0.5995974
103440219.5,0.5995974
97957992.11,0.5995974
97957992.11,0.5995974
97521523.63,0.5844935
97521523.63,0.5844935
97040442.66,0.5844935
97040442.66,0.5844935
85720092.28,0.5995974
85720092.28,0.5995974
85210325.71,0.5995974
85210325.71,0.5995974
78468804.76,0.5995974
78468804.76,0.5995974
72560614.32,0.5995974
72560614.32,0.5995974
72189368,0.1749229
72189368,0.1749229
68680175.31,0.5844935
68680175.31,0.5844935
68142025.73,0.5995974
68142025.73,0.5995974
67275463.45,0.5995974
67275463.45,0.5995974
67162460.53,0.5995974
67162460.53,0.5995974
66576297.13,0.5995974
66576297.13,0.5995974
65867784.25,0.3629321
65867784.25,0.3629321
64861987.89,0.5995974
64861987.89,0.5995974
61663927.03,0.5844935
61663927.03,0.5844935
61415411.93,0.1749229
61415411.93,0.1749229
60797899.84,0.5844935
60797899.84,0.5844935
60195307.84,0.1749229
60195307.84,0.1749229
57306951.73,0.1749229
57306951.73,0.1749229
56588557.9,0.5995974
56588557.9,0.5995974
56174262.92,0.5995974
56174262.92,0.5995974
56082669.69,0.599424
56082669.69,0.599424
55972074.35,0.5995974
55972074.35,0.5995974
55706387.58,0.1749229
55706387.58,0.1749229
55185888,0.1749229
55185888,0.1749229
55066952.82,0.1749229
55066952.82,0.1749229
53743715.63,0.5844935
53743715.63,0.5844935
53510615.89,0.5995974
53510615.89,0.5995974
51699687.38,0.5844935
51699687.38,0.5844935
50455995.66,0.5995974
50455995.66,0.5995974
50006405.69,0.1749229
50006405.69,0.1749229
49577477,0.1749229
49577477,0.1749229
49085818.79,0.1749229
49085818.79,0.1749229
48929003.99,0.5844935
48929003.99,0.5844935
48927487.72,0.1749229
48927487.72,0.1749229
48792122.35,0.5995974
48792122.35,0.5995974
48751488.05,0.1749229
48751488.05,0.1749229
48630969.23,0.1749229
48630969.23,0.1749229
48260789.59,0.3629321
48260789.59,0.3629321
47634605.39,0.5995974
47634605.39,0.5995974
46994732.55,0.5398128
46994732.55,0.5398128
46850266.67,0.5844935
46850266.67,0.5844935
46693218.06,0.5718803
46693218.06,0.5718803
45965541.6,0.5844935
45965541.6,0.5844935
45942564.52,0.1749229
45942564.52,0.1749229
45694575.95,0.1749229
45694575.95,0.1749229
45222963.08,0.1749229
45222963.08,0.1749229
45097676.78,0.5995974
45097676.78,0.5995974
44986402.94,0.5718803
44986402.94,0.5718803
44972226.78,0.5844935
44972226.78,0.5844935
44116253.49,0.1749229
44116253.49,0.1749229
44080027.62,0.1749229
44080027.62,0.1749229
43905350.74,0.5995974
43905350.74,0.5995974
43874612.62,0.1749229
43874612.62,0.1749229
43440767.89,0.5718803
43440767.89,0.5718803
43258587.18,0.5844935
43258587.18,0.5844935
43127561.77,0.1749229
43127561.77,0.1749229
42923899.97,0.5995974
42923899.97,0.5995974
42560286.64,0.1749229
42560286.64,0.1749229
42117897.15,0.5398128
42117897.15,0.5398128
41627340.32,0.1749229
41627340.32,0.1749229
41450325.57,0.1749229
41450325.57,0.1749229
41278868.9,0.1749229
41278868.9,0.1749229
40877361.2,0.5844935
40877361.2,0.5844935
40622167.65,0.5398128
40622167.65,0.5398128
40599721.71,0.5995974
40599721.71,0.5995974
40308558.37,0.1749229
40308558.37,0.1749229
40217328.56,0.5718803
40217328.56,0.5718803
39561983.89,0.1749229
39561983.89,0.1749229
39359333.23,0.5995974
39359333.23,0.5995974
39098949.13,0.5718803
39098949.13,0.5718803
38984915.49,0.1749229
38984915.49,0.1749229
38895271.36,0.1749229
38895271.36,0.1749229
38618910.46,0.5995974
38618910.46,0.5995974
38344001.3,0.1749229
38344001.3,0.1749229
37385729.91,0.1749229
37385729.91,0.1749229
37308217.39,0.1749229
37308217.39,0.1749229
37245926.82,0.1749229
37245926.82,0.1749229
36863736.33,0.1749229
36863736.33,0.1749229
36843330.7,0.1749229
36843330.7,0.1749229
36739539.38,0.1749229
36739539.38,0.1749229
36658487.6,0.5718803
36658487.6,0.5718803
36386490.56,0.1749229
36386490.56,0.1749229
36272551.58,0.1749229
36272551.58,0.1749229
36222788.84,0.5995974
36222788.84,0.5995974
36172459.34,0.1749229
36172459.34,0.1749229
35839127.43,0.1749229
35839127.43,0.1749229
35459638.66,0.5995974
35459638.66,0.5995974
35194659.26,0.5844935
35194659.26,0.5844935
35176280.78,0.1749229
35176280.78,0.1749229
34235959.54,0.579
34235959.54,0.579
34210332.94,0.5995974
34210332.94,0.5995974
33548539.05,0.1749229
33548539.05,0.1749229
33463922.31,0.1749229
33463922.31,0.1749229
33266577.29,0.5844935
33266577.29,0.5844935
32812595.78,0.1749229
32812595.78,0.1749229
32761450,0.5844935
32761450,0.5844935
32476529.93,0.1749229
32476529.93,0.1749229
32265023.22,0.5995974
32265023.22,0.5995974
31461153.71,0.5995974
31461153.71,0.5995974
31231007.42,0.1749229
31231007.42,0.1749229
31197930.6,0.5995974
31197930.6,0.5995974
30477912.79,0.1749229
30477912.79,0.1749229
30330184.97,0.5995974
30330184.97,0.5995974
30280253.14,0.1749229
30280253.14,0.1749229
30052273.29,0.599424
30052273.29,0.599424
29976437.81,0.5398128
29976437.81,0.5398128
29381103.49,0.19
29381103.49,0.19
29321634.13,0.5844935
29321634.13,0.5844935
29311979.13,0.5995974
29311979.13,0.5995974
29250902.71,0.1749229
29250902.71,0.1749229
29208661.83,0.1749229
29208661.83,0.1749229
28884324.32,0.579
28884324.32,0.579
28654225.73,0.5995974
28654225.73,0.5995974
28654045.23,0.5995974
28654045.23,0.5995974
28538724.57,0.5995974
28538724.57,0.5995974
28389837.33,0.5995974
28389837.33,0.5995974
28283740.86,0.1749229
28283740.86,0.1749229
28250183.78,0.1749229
28250183.78,0.1749229
27453730.29,0.599424
27453730.29,0.599424
27154367.77,0.5844935
27154367.77,0.5844935
26856898.37,0.5995974
26856898.37,0.5995974
26620742.6,0.5844935
26620742.6,0.5844935
26599791.48,0.5844935
26599791.48,0.5844935
26387332.83,0.1749229
26387332.83,0.1749229
26021214.58,0.5844935
26021214.58,0.5844935
25953329.1,0.1749229
25953329.1,0.1749229
25869710,0.5844935
25869710,0.5844935
25819864.72,0.5398128
25819864.72,0.5398128
25701417.29,0.19
25701417.29,0.19
25598023.06,0.1749229
25598023.06,0.1749229
25478182.12,0.5844935
25478182.12,0.5844935
25282377.85,0.5844935
25282377.85,0.5844935
25108583.37,0.1749229
25108583.37,0.1749229
24994942.8,0.579
24994942.8,0.579
24802357.8,0.1749229
24802357.8,0.1749229
24733263.26,0.1749229
24733263.26,0.1749229
24658869.17,0.5844935
24658869.17,0.5844935
24638737.02,0.5720197
24638737.02,0.5720197
24541002.51,0.5844935
24541002.51,0.5844935
24458382.81,0.599424
24458382.81,0.599424
24401408.23,0.5720197
24401408.23,0.5720197
24381395.3,0.599424
24381395.3,0.599424
24377499.95,0.1749229
24377499.95,0.1749229
24289225.03,0.1749229
24289225.03,0.1749229
24176493.7,0.5844935
24176493.7,0.5844935
24049873.88,0.1749229
24049873.88,0.1749229
23782773.53,0.1749229
23782773.53,0.1749229
23645916.81,0.5995974
23645916.81,0.5995974
23625878.06,0.579
23625878.06,0.579
23141851.78,0.5995974
23141851.78,0.5995974
23119616.97,0.1749229
23119616.97,0.1749229
22974686.05,0.5995974
22974686.05,0.5995974
22785617.84,0.5995974
22785617.84,0.5995974
22727419.52,0.5398128
22727419.52,0.5398128
22463776.38,0.1749229
22463776.38,0.1749229
22190654.35,0.579
22190654.35,0.579
22094672.96,0.5844935
22094672.96,0.5844935
21870242.63,0.5398128
21870242.63,0.5398128
21854188.54,0.579
21854188.54,0.579
21785494.45,0.1749229
21785494.45,0.1749229
21732989.35,0.5995974
21732989.35,0.5995974
21666767.49,0.1749229
21666767.49,0.1749229
21365445.46,0.3629321
21365445.46,0.3629321
21311455.96,0.1749229
21311455.96,0.1749229
21301929.75,0.5844935
21301929.75,0.5844935
21164546.08,0.5398128
21164546.08,0.5398128
21135554.7,0.1749229
21135554.7,0.1749229
21108201.12,0.5844935
21108201.12,0.5844935
21075507.77,0.1749229
21075507.77,0.1749229
21018392.51,0.1749229
21018392.51,0.1749229
20819870.28,0.3629321
20819870.28,0.3629321
20779352.72,0.19
20779352.72,0.19
20775859.15,0.5720197
20775859.15,0.5720197
20624675.8,0.1749229
20624675.8,0.1749229
20503112.99,0.1749229
20503112.99,0.1749229
20493646.34,0.19
20493646.34,0.19
20426486.2,0.5995974
20426486.2,0.5995974
20333682.21,0.1749229
20333682.21,0.1749229
20311876.9,0.1749229
20311876.9,0.1749229
20183154.49,0.3629321
20183154.49,0.3629321
20020298.28,0.579
20020298.28,0.579
20008380.75,0.5844935
20008380.75,0.5844935
19941847.7,0.5995974
19941847.7,0.5995974
19932874.33,0.1749229
19932874.33,0.1749229
19916743.89,0.5720197
19916743.89,0.5720197
19887572.14,0.579
19887572.14,0.579
19835238.05,0.5995974
19835238.05,0.5995974
19553714.23,0.5398128
19553714.23,0.5398128
19497583.86,0.1749229
19497583.86,0.1749229
19439265.39,0.5995974
19439265.39,0.5995974
19366700,0.1749229
19366700,0.1749229
19253764.71,0.5720197
19253764.71,0.5720197
19210505.39,0.5720197
19210505.39,0.5720197
19058612.16,0.5398128
19058612.16,0.5398128
19035934.02,0.1749229
19035934.02,0.1749229
18768604.08,0.5995974
18768604.08,0.5995974
18720782.81,0.5844935
18720782.81,0.5844935
18646514.36,0.1749229
18646514.36,0.1749229
18644927.92,0.5995974
18644927.92,0.5995974
18612889.03,0.5995974
18612889.03,0.5995974
18470753.68,0.1749229
18470753.68,0.1749229
18458791.43,0.5995974
18458791.43,0.5995974
18413106.81,0.599424
18413106.81,0.599424
18077958.67,0.1749229
18077958.67,0.1749229
17992827.96,0.1749229
17992827.96,0.1749229
17968250.03,0.5995974
17968250.03,0.5995974
17864051.79,0.5995974
17864051.79,0.5995974
17761093.29,0.5995974
17761093.29,0.5995974
17662241.42,0.1749229
17662241.42,0.1749229
17629454.97,0.599424
17629454.97,0.599424
17612243.7,0.5720197
17612243.7,0.5720197
17590624.79,0.5995974
17590624.79,0.5995974
17488003.65,0.5995974
17488003.65,0.5995974
17261385.32,0.5398128
17261385.32,0.5398128
17235182.96,0.599424
17235182.96,0.599424
17168605.59,0.5720197
17168605.59,0.5720197
17103825.75,0.1749229
17103825.75,0.1749229
17030125.84,0.5720197
17030125.84,0.5720197
17000370.42,0.1749229
17000370.42,0.1749229
16820393.53,0.5398128
16820393.53,0.5398128
16777290.36,0.5720197
16777290.36,0.5720197
16736096.22,0.599424
16736096.22,0.599424
16729365.18,0.5995974
16729365.18,0.5995974
16610920.84,0.5398128
16610920.84,0.5398128
16585940.9,0.5995974
16585940.9,0.5995974
16496503.62,0.5844935
