GAS_SENT_TO_FLARE,FLARE_FEED_GAS_CH4_MOLE_FRACT
1208150.819,0.0071
432725.676,0.0071
432725.676,0.0071
135655.422,0.0071
135655.422,0.0071
565978.656,0.0071
565978.656,0.0071
354019.147,0.0071
354019.147,0.0071
1022500.404,0.0071
1022500.404,0.0071
1050344.244,0.0071
1050344.244,0.0071
409456.504,0.0071
409456.504,0.0071
184575.5,0.58091
184575.5,0.58091
197666,0.58091
197666,0.58091
188444,0.58091
188444,0.58091
186989,0.58091
186989,0.58091
186638.5,0.58091
186638.5,0.58091
242026,0.58091
242026,0.58091
190205.5,0.58091
190205.5,0.58091
189277.5,0.58091
189277.5,0.58091
3206322.55,0.75
3206322.55,0.75
2114141.059,0.75
2114141.059,0.75
48696005.82,0.75
48696005.82,0.75
1920152.024,0.75
1920152.024,0.75
11074174.65,0.75
11074174.65,0.75
4500897.151,0.75
4500897.151,0.75
47246524.75,0.765
47246524.75,0.765
6505757.61,0.738
6505757.61,0.738
8402514.638,0.75
8402514.638,0.75
5541295.399,0.75
5541295.399,0.75
7454516.904,0.75
7454516.904,0.75
2916572.539,0.75
2916572.539,0.75
2504186.16,0.931
2504186.16,0.931
3518191.148,0.75
3518191.148,0.75
2504186.16,0.931
2504186.16,0.931
6255325.477,0.738
6255325.477,0.738
1393347.311,0.738
1393347.311,0.738
13599346.67,0.738
13599346.67,0.738
2835306.638,0.75
2835306.638,0.75
2931962.719,0.75
2931962.719,0.75
3694153.951,0.75
3694153.951,0.75
2694377.387,0.765
2694377.387,0.765
3198711.504,0.738
3198711.504,0.738
2771776.208,0.738
2771776.208,0.738
4431885.92,0.738
4431885.92,0.738
191462.208,0.738
191462.208,0.738
191462.208,0.738
191462.208,0.738
29971950,0.6654667
29971950,0.6654667
83330,0.7032
83330,0.7032
276250,0.69508
276250,0.69508
793000,0.577
793000,0.577
766000,0.577
766000,0.577
19911660,0.67696
19911660,0.67696
990000,0.69508
990000,0.69508
600000,0.69508
600000,0.69508
400000,0.69508
400000,0.69508
470740,0.48924
470740,0.48924
3295000,0.776274
3295000,0.776274
1022210,0.69508
1022210,0.69508
12862500,0.70411
12862500,0.70411
2229010,0.776274
2229010,0.776274
3530000,0.776274
3530000,0.776274
3720,0.0182667
3720,0.0182667
20910,0.38113
20910,0.38113
74680,0.58692
74680,0.58692
385860,0.480566
385860,0.480566
627350,0.436818
627350,0.436818
148640,0.45516
148640,0.45516
2312180,0.59579
2312180,0.59579
790830,0.3746533
790830,0.3746533
46880,0.72286
46880,0.72286
867310,0.65107
867310,0.65107
2699420,0.69508
2699420,0.69508
876620,0.12031
876620,0.12031
4480,0.3749633
4480,0.3749633
694000,0.825126
694000,0.825126
794000,0.504466
794000,0.504466
228000,0.577
228000,0.577
3339420,0.47075
3339420,0.47075
333330,0.70997
333330,0.70997
72416830,0.73373
72416830,0.73373
222330,0.0225389
222330,0.0225389
30170,0.00545
30170,0.00545
8634080,0.00545
8634080,0.00545
2397500,0.69508
2397500,0.69508
35802990,0.6579497
35802990,0.6579497
19661380,0.645565
19661380,0.645565
2247580,0.69406
2247580,0.69406
385750,0.577
385750,0.577
8737330,0.6273057
8737330,0.6273057
485080,0.0245
485080,0.0245
305480,0.66646
305480,0.66646
4149660,0.559481
4149660,0.559481
1432000,0.559481
1432000,0.559481
4163040,0.559481
4163040,0.559481
299460,0.559481
299460,0.559481
34261870,0.559481
34261870,0.559481
4312440,0.559481
4312440,0.559481
377280,0.58698
377280,0.58698
901500,0.58698
901500,0.58698
81000,0.58698
81000,0.58698
2218880,0.7338
2218880,0.7338
569168.33,0.7877525
569168.33,0.7877525
3175407,0.7191906
3175407,0.7191906
187590,0.6939782
187590,0.6939782
569168.33,0.7877525
569168.33,0.7877525
3175407,0.7191906
3175407,0.7191906
3175407,0.7191906
3175407,0.7191906
4991336.67,0.69565
4991336.67,0.69565
569168.33,0.7877525
569168.33,0.7877525
569168.33,0.7877525
569168.33,0.7877525
569168.33,0.7877525
569168.33,0.7877525
569168.33,0.7877525
569168.33,0.7877525
14310,0.7690943
14310,0.7690943
1991630,0.7898222
1991630,0.7898222
97983.33,0.7068738
97983.33,0.7068738
53965,0.8289041
53965,0.8289041
632964,0.7790553
632964,0.7790553
3175407,0.7191906
3175407,0.7191906
4085870,0.8301926
4085870,0.8301926
849607.5,0.779111
849607.5,0.779111
469164,0.7795919
469164,0.7795919
2380110,0.6981473
2380110,0.6981473
849607.5,0.779111
849607.5,0.779111
97983.33,0.7068738
97983.33,0.7068738
19350,0.6517244
19350,0.6517244
399060,0.7109773
399060,0.7109773
40832,0.6948098
40832,0.6948098
1433692.86,0.7534478
1433692.86,0.7534478
2557730,0.7280468
2557730,0.7280468
384037.917,0.0071
384037.917,0.0071
442172.663,0.0071
442172.663,0.0071
335763.785,0.0071
335763.785,0.0071
307845.688,0.0071
307845.688,0.0071
349490.262,0.0071
349490.262,0.0071
319025.086,0.0071
319025.086,0.0071
394790.852,0.0071
394790.852,0.0071
578214.041,0.0071
578214.041,0.0071
324735.192,0.0071
324735.192,0.0071
390644.825,0.0071
390644.825,0.0071
405374.65,0.0071
405374.65,0.0071
733634.142,0.0071
733634.142,0.0071
539228.28,0.0071
539228.28,0.0071
316971.241,0.0071
316971.241,0.0071
1013346.194,0.0071
1013346.194,0.0071
406638.088,0.0071
406638.088,0.0071
306091.045,0.0071
306091.045,0.0071
1088438.358,0.0071
1088438.358,0.0071
338938.77,0.0071
338938.77,0.0071
292313.892,0.0071
292313.892,0.0071
192370.513,0.0071
192370.513,0.0071
143664,0.0071
143664,0.0071
400322.868,0.0071
400322.868,0.0071
342881.477,0.0071
342881.477,0.0071
374159.862,0.0071
374159.862,0.0071
519105.192,0.0071
519105.192,0.0071
669771.229,0.0071
669771.229,0.0071
1701729.117,0.0071
1701729.117,0.0071
292312.309,0.0071
292312.309,0.0071
503274.962,0.0071
503274.962,0.0071
315135.251,0.0071
315135.251,0.0071
1260346.34,0.0071
1260346.34,0.0071
533653.436,0.0071
533653.436,0.0071
806884.882,0.0071
806884.882,0.0071
474218.463,0.0071
474218.463,0.0071
472406.251,0.0071
472406.251,0.0071
451291.926,0.0071
451291.926,0.0071
160834.661,0.0071
160834.661,0.0071
421691.778,0.0071
421691.778,0.0071
239964.276,0.0071
239964.276,0.0071
476818.61,0.0071
476818.61,0.0071
895067.0726,0.31
895067.0726,0.31
2416095.703,0.31
2416095.703,0.31
4597148.315,0.31
4597148.315,0.31
1318051.259,0.31
1318051.259,0.31
1804247.236,0.31
1804247.236,0.31
13263979.67,0.31
13263979.67,0.31
2566603.504,0.31
2566603.504,0.31
3036381.96,0.31
3036381.96,0.31
2479151.861,0.31
2479151.861,0.31
5288930.286,0.31
5288930.286,0.31
4176617.118,0.31
4176617.118,0.31
8299691.15,0.31
8299691.15,0.31
18123939.2,0.31
18123939.2,0.31
3052031.927,0.31
3052031.927,0.31
19818030.05,0.31
19818030.05,0.31
1087873.469,0.31
1087873.469,0.31
18461622.31,0.31
18461622.31,0.31
5233698.228,0.31
5233698.228,0.31
7002657.431,0.31
7002657.431,0.31
2110172.354,0.31
2110172.354,0.31
1304244.129,0.31
1304244.129,0.31
1394762.451,0.31
1394762.451,0.31
5356282.271,0.31
5356282.271,0.31
2276328.354,0.31
2276328.354,0.31
905805.7552,0.31
905805.7552,0.31
3815615.575,0.31
3815615.575,0.31
1375738.075,0.31
1375738.075,0.31
5198564.06,0.31
5198564.06,0.31
4817003.033,0.31
4817003.033,0.31
8215001.994,0.31
8215001.994,0.31
7179247.922,0.31
7179247.922,0.31
7974435.696,0.31
7974435.696,0.31
4978403.381,0.31
4978403.381,0.31
187230,0.61876
187230,0.61876
68512060,0.79998
68512060,0.79998
22255000,0.7960419
22255000,0.7960419
11709220,0.8514067
11709220,0.8514067
25940,0.93196
25940,0.93196
769990,0.80367
769990,0.80367
1284340,0.50822
1284340,0.50822
1325610,0.104369
1325610,0.104369
2583350,0.12031
2583350,0.12031
6960000,0.69508
6960000,0.69508
533020,0.5807
533020,0.5807
1581330,0.4137
1581330,0.4137
280790,0.46494
280790,0.46494
560690,0.38372
560690,0.38372
1066350,0.31239
1066350,0.31239
829620,0.483955
829620,0.483955
4033620,0.443095
4033620,0.443095
321560,0.49469
321560,0.49469
942990,0.38261
942990,0.38261
1541920,0.4521067
1541920,0.4521067
1439640,0.49794
1439640,0.49794
677690,0.47655
677690,0.47655
2485620,0.37231
2485620,0.37231
1826360,0.39727
1826360,0.39727
1494430,0.42734
1494430,0.42734
1280000,0.577
1280000,0.577
1625420,0.38818
1625420,0.38818
925000,0.45997
925000,0.45997
4303780,0.069695
4303780,0.069695
13111610,0.10412
13111610,0.10412
49540,0.48783
49540,0.48783
70000,0.14262
70000,0.14262
7887120,0.4386467
7887120,0.4386467
14072680,0.5565833
14072680,0.5565833
7481140,0
7481140,0
2037510,0.64643
2037510,0.64643
2776520,0.35545
2776520,0.35545
5848600,0.577
5848600,0.577
2092000,0.69508
2092000,0.69508
13305000,0.66643
13305000,0.66643
727750,0.4354833
727750,0.4354833
148140,0.4609267
148140,0.4609267
1342290,0.6833
1342290,0.6833
90340,0.70807
90340,0.70807
3175407,0.7191906
3175407,0.7191906
187590,0.6939782
187590,0.6939782
3069446.67,0.7897308
3069446.67,0.7897308
2557730,0.7280468
2557730,0.7280468
1991630,0.7898222
1991630,0.7898222
469164,0.7795919
469164,0.7795919
3175407,0.7191906
3175407,0.7191906
681830,0.7232485
681830,0.7232485
398455,0.67922
398455,0.67922
3175407,0.7191906
3175407,0.7191906
187590,0.6939782
187590,0.6939782
469164,0.7795919
469164,0.7795919
40832,0.6948098
40832,0.6948098
4435360,0.7222299
4435360,0.7222299
1983115,0.7079454
1983115,0.7079454
1983115,0.7079454
1983115,0.7079454
1433692.86,0.7534478
1433692.86,0.7534478
2380110,0.6981473
2380110,0.6981473
187590,0.6939782
187590,0.6939782
1641660,0.6903024
1641660,0.6903024
5927284,0.7381153
5927284,0.7381153
5927284,0.7381153
5927284,0.7381153
128520,0.814203
128520,0.814203
40832,0.6948098
40832,0.6948098
79775,0.6981296
79775,0.6981296
1433692.86,0.7534478
1433692.86,0.7534478
632964,0.7790553
632964,0.7790553
1433692.86,0.7534478
1433692.86,0.7534478
66135,0.6818509
66135,0.6818509
4085870,0.8301926
4085870,0.8301926
97983.33,0.7068738
97983.33,0.7068738
469164,0.7795919
469164,0.7795919
1969905,0.6690172
1969905,0.6690172
4437320,0.7324174
4437320,0.7324174
3069446.67,0.7897308
3069446.67,0.7897308
3069446.67,0.7897308
3069446.67,0.7897308
79775,0.6981296
79775,0.6981296
469555.725,0.0071
469555.725,0.0071
525113.383,0.0071
525113.383,0.0071
469466.994,0.0071
469466.994,0.0071
297683.64,0.0071
297683.64,0.0071
52747.034,0.0071
52747.034,0.0071
190284.24,0.0071
190284.24,0.0071
361849.029,0.0071
361849.029,0.0071
290195.88,0.0071
290195.88,0.0071
572004.827,0.0071
572004.827,0.0071
13236.407,0.0071
13236.407,0.0071
717911.879,0.0071
717911.879,0.0071
718271.09,0.0071
718271.09,0.0071
583452.222,0.0071
583452.222,0.0071
335790.102,0.0071
335790.102,0.0071
205448.732,0.0071
205448.732,0.0071
303218.07,0.0071
303218.07,0.0071
330562.618,0.0071
330562.618,0.0071
466184.721,0.0071
466184.721,0.0071
1134038.138,0.0071
1134038.138,0.0071
346346.095,0.0071
346346.095,0.0071
558616.184,0.0071
558616.184,0.0071
614984.056,0.0071
614984.056,0.0071
428391.323,0.0071
428391.323,0.0071
459254.741,0.0071
459254.741,0.0071
210517.126,0.0071
210517.126,0.0071
246740.868,0.0071
246740.868,0.0071
526023.703,0.0071
526023.703,0.0071
1247673.345,0.0071
1247673.345,0.0071
215986.758,0.0071
215986.758,0.0071
959706.194,0.0071
959706.194,0.0071
566159.391,0.0071
566159.391,0.0071
457902.2,0.0071
457902.2,0.0071
286767.473,0.0071
286767.473,0.0071
348043.792,0.0071
348043.792,0.0071
133934.448,0.0071
133934.448,0.0071
596194.123,0.0071
596194.123,0.0071
1387242.696,0.0071
1387242.696,0.0071
1469545.709,0.0071
1469545.709,0.0071
1064554.969,0.0071
1064554.969,0.0071
762617.381,0.0071
762617.381,0.0071
454215.744,0.0071
454215.744,0.0071
136.704,0.91754
136.704,0.91754
4830994.3,0.97844
4830994.3,0.97844
10474550.7,0.97999
10474550.7,0.97999
3623141.3,0.83895
3623141.3,0.83895
29056550,0.70742
29056550,0.70742
261190,0.825126
261190,0.825126
1154980,0.69296
1154980,0.69296
1777000,0.7094
1777000,0.7094
23730620,0.825126
23730620,0.825126
928390,0.54261
928390,0.54261
75200,0.69508
75200,0.69508
15047090,0.50981
15047090,0.50981
118120,0.50843
118120,0.50843
1356660,0.6715
1356660,0.6715
15277500,0.79755
15277500,0.79755
2767190,0.55539
2767190,0.55539
13728120,0.5558183
13728120,0.5558183
380840,0.5372867
380840,0.5372867
750,0.69508
750,0.69508
463510,0.38064
463510,0.38064
383320,0.35887
383320,0.35887
8550000,0.825126
8550000,0.825126
2955490,0.01668
2955490,0.01668
530210,0.01528
530210,0.01528
35208330,0.0439667
35208330,0.0439667
102460,0.745535
102460,0.745535
5890,0.64023
5890,0.64023
54250,0.702445
54250,0.702445
168750,0.5694
168750,0.5694
25284750,0.7472
25284750,0.7472
45873410,0.78189
45873410,0.78189
15550700,0.26805
15550700,0.26805
74420,0.656309
74420,0.656309
68160,0.00545
68160,0.00545
208540,0.00545
208540,0.00545
293260,0.53304
293260,0.53304
372000,0.2499233
372000,0.2499233
854010,0.5322975
854010,0.5322975
276000,0.27183
276000,0.27183
216000,0.193465
216000,0.193465
6939140,0.64643
6939140,0.64643
4329580,0.6635553
4329580,0.6635553
11811200,0.64643
11811200,0.64643
571850,0.0282352
571850,0.0282352
303920,0.676815
303920,0.676815
226750,0.69508
226750,0.69508
324000,0.69508
324000,0.69508
148330,0.69508
148330,0.69508
282000,0.69508
282000,0.69508
632964,0.7790553
632964,0.7790553
632964,0.7790553
632964,0.7790553
4991336.67,0.69565
4991336.67,0.69565
4991336.67,0.69565
4991336.67,0.69565
3175407,0.7191906
3175407,0.7191906
268483.33,0.6985682
268483.33,0.6985682
2317035,0.7536987
2317035,0.7536987
264185,0.6993805
264185,0.6993805
268483.33,0.6985682
268483.33,0.6985682
5927284,0.7381153
5927284,0.7381153
53380,0.7509997
53380,0.7509997
268483.33,0.6985682
268483.33,0.6985682
268483.33,0.6985682
268483.33,0.6985682
469164,0.7795919
469164,0.7795919
268483.33,0.6985682
268483.33,0.6985682
554110,0.6858782
554110,0.6858782
4044,0.6958107
4044,0.6958107
1361098,0.7569059
1361098,0.7569059
1361098,0.7569059
1361098,0.7569059
389094,0.6948418
389094,0.6948418
389094,0.6948418
389094,0.6948418
389094,0.6948418
389094,0.6948418
1361098,0.7569059
1361098,0.7569059
518540,0.7459281
518540,0.7459281
518540,0.7459281
518540,0.7459281
3617028.75,0.6948313
3617028.75,0.6948313
1042030,0.6953797
1042030,0.6953797
4437320,0.7324174
4437320,0.7324174
268483.33,0.6985682
268483.33,0.6985682
5927284,0.7381153
5927284,0.7381153
53380,0.7509997
53380,0.7509997
53380,0.7509997
53380,0.7509997
681830,0.7232485
681830,0.7232485
398455,0.67922
398455,0.67922
19350,0.6517244
19350,0.6517244
399060,0.7109773
399060,0.7109773
632964,0.7790553
632964,0.7790553
778402.3,0.0071
778402.3,0.0071
540230.912,0.0071
540230.912,0.0071
489552.921,0.0071
489552.921,0.0071
300920.954,0.0071
300920.954,0.0071
330719.046,0.0071
330719.046,0.0071
582593.36,0.0071
582593.36,0.0071
599306.051,0.0071
599306.051,0.0071
459704.543,0.0071
459704.543,0.0071
436994.07,0.0071
436994.07,0.0071
537309.338,0.0071
537309.338,0.0071
1154973.813,0.0071
1154973.813,0.0071
488509.482,0.0071
488509.482,0.0071
351755.849,0.0071
351755.849,0.0071
788918.232,0.0071
788918.232,0.0071
727032.222,0.0071
727032.222,0.0071
462269.557,0.0071
462269.557,0.0071
351358.212,0.0071
351358.212,0.0071
377877.389,0.0071
377877.389,0.0071
513634.241,0.0071
513634.241,0.0071
475341.759,0.0071
475341.759,0.0071
542608.037,0.0071
542608.037,0.0071
542836.027,0.0071
542836.027,0.0071
529469.28,0.0071
529469.28,0.0071
482760.367,0.0071
482760.367,0.0071
599672.238,0.0071
599672.238,0.0071
285997.9,0.0071
285997.9,0.0071
553379.659,0.0071
553379.659,0.0071
442361.58,0.0071
442361.58,0.0071
308807.103,0.0071
308807.103,0.0071
513214.14,0.0071
513214.14,0.0071
640233.32,0.0071
640233.32,0.0071
400076.892,0.0071
400076.892,0.0071
823508.042,0.0071
823508.042,0.0071
2282851.352,0.0071
2282851.352,0.0071
516277.884,0.0071
516277.884,0.0071
461290.589,0.0071
461290.589,0.0071
787585.104,0.0071
787585.104,0.0071
514962.513,0.0071
514962.513,0.0071
270534.276,0.0071
270534.276,0.0071
252980.276,0.0071
252980.276,0.0071
87091.782,0.0071
87091.782,0.0071
8592000,0.27962
8592000,0.27962
152237,0.88615
152237,0.88615
271880,0.5507133
271880,0.5507133
894380,0.771755
894380,0.771755
234810,0.104369
234810,0.104369
61302770,0.012632
61302770,0.012632
657812210,0.6773
657812210,0.6773
23760,0.71571
23760,0.71571
2470000,0.70628
2470000,0.70628
348960,0.69508
348960,0.69508
132330,0.69508
132330,0.69508
1029500,0.75678
1029500,0.75678
193710,0.104369
193710,0.104369
4099710,0.67108
4099710,0.67108
710150,0.67108
710150,0.67108
463230,0.67108
463230,0.67108
47330,0.6917226
47330,0.6917226
405000,0.59156
405000,0.59156
567080,0.70364
567080,0.70364
4096670,0.69518
4096670,0.69518
180000,0.577
180000,0.577
989000,0.69508
989000,0.69508
1618440,0.42724
1618440,0.42724
483300,0.1355
483300,0.1355
11786990,0.03201
11786990,0.03201
855790,0.58927
855790,0.58927
161755300,0.66716
161755300,0.66716
1865700,0.48887
1865700,0.48887
13634640,0.33957
13634640,0.33957
1755030,0.582205
1755030,0.582205
167937500,0.02667
167937500,0.02667
116000,0.69508
116000,0.69508
7161620,0.577
7161620,0.577
179715880,0.78304
179715880,0.78304
11434000,0.92362
11434000,0.92362
396000,0.40306
396000,0.40306
229310,0.39545
229310,0.39545
136483410,0.0632333
136483410,0.0632333
10315180,0.61249
10315180,0.61249
3097270,0.61686
3097270,0.61686
9717030,0.62243
9717030,0.62243
6276560,0.62694
6276560,0.62694
2656320,0.5390233
2656320,0.5390233
117080,0.4737
117080,0.4737
2416660,0.12891
2416660,0.12891
360000000,0.89076
360000000,0.89076
849607.5,0.779111
849607.5,0.779111
53965,0.8289041
53965,0.8289041
40832,0.6948098
40832,0.6948098
4435360,0.7222299
4435360,0.7222299
1433692.86,0.7534478
1433692.86,0.7534478
1433692.86,0.7534478
1433692.86,0.7534478
1433692.86,0.7534478
1433692.86,0.7534478
3617028.75,0.6948313
3617028.75,0.6948313
3617028.75,0.6948313
3617028.75,0.6948313
291256.67,0.7533216
291256.67,0.7533216
12940,0.7745734
12940,0.7745734
4044,0.6958107
4044,0.6958107
3175407,0.7191906
3175407,0.7191906
3175407,0.7191906
3175407,0.7191906
268483.33,0.6985682
268483.33,0.6985682
2317035,0.7536987
2317035,0.7536987
12940,0.7745734
12940,0.7745734
12940,0.7745734
12940,0.7745734
302212.5,0.6953015
302212.5,0.6953015
1361098,0.7569059
1361098,0.7569059
1969905,0.6690172
1969905,0.6690172
4044,0.6958107
4044,0.6958107
4044,0.6958107
4044,0.6958107
385244,0.7883154
385244,0.7883154
6514420,0.7109591
6514420,0.7109591
1042030,0.6953797
1042030,0.6953797
53380,0.7509997
53380,0.7509997
302212.5,0.6953015
302212.5,0.6953015
268483.33,0.6985682
268483.33,0.6985682
302212.5,0.6953015
302212.5,0.6953015
1042030,0.6953797
1042030,0.6953797
268483.33,0.6985682
268483.33,0.6985682
5927284,0.7381153
5927284,0.7381153
264185,0.6993805
264185,0.6993805
302212.5,0.6953015
302212.5,0.6953015
1361098,0.7569059
1361098,0.7569059
63806,0.7794569
63806,0.7794569
263498.617,0.0071
263498.617,0.0071
604795.113,0.0071
604795.113,0.0071
430624.259,0.0071
430624.259,0.0071
470526.386,0.0071
470526.386,0.0071
459549.127,0.0071
459549.127,0.0071
461746.298,0.0071
461746.298,0.0071
808524.786,0.0071
808524.786,0.0071
1164758.261,0.0071
1164758.261,0.0071
223013.085,0.0071
223013.085,0.0071
1059772.527,0.0071
1059772.527,0.0071
527055.522,0.0071
527055.522,0.0071
235242.12,0.0071
235242.12,0.0071
865511.466,0.0071
865511.466,0.0071
420376.333,0.0071
420376.333,0.0071
336249.641,0.0071
336249.641,0.0071
546584.826,0.0071
546584.826,0.0071
1493625.492,0.0071
1493625.492,0.0071
311119.952,0.0071
311119.952,0.0071
962901.569,0.0071
962901.569,0.0071
442528.609,0.0071
442528.609,0.0071
572434.481,0.0071
572434.481,0.0071
324891.219,0.0071
324891.219,0.0071
444227.274,0.0071
444227.274,0.0071
311452.969,0.0071
311452.969,0.0071
511952.748,0.0071
511952.748,0.0071
565580.154,0.0071
565580.154,0.0071
94435.23,0.0071
94435.23,0.0071
3474838.006,0.0071
3474838.006,0.0071
1089700.426,0.0071
1089700.426,0.0071
979839.821,0.0071
979839.821,0.0071
1503423.318,0.0071
1503423.318,0.0071
185428.746,0.0071
185428.746,0.0071
142876.8,0.0071
142876.8,0.0071
134217.6,0.0071
134217.6,0.0071
307765.934,0.0071
307765.934,0.0071
108563.526,0.0071
108563.526,0.0071
417661.317,0.0071
417661.317,0.0071
516856.619,0.0071
516856.619,0.0071
783891.541,0.0071
783891.541,0.0071
776798.264,0.0071
776798.264,0.0071
578346.537,0.0071
578346.537,0.0071
1506250,0.65497
1506250,0.65497
96170,0.66994
96170,0.66994
227710,0.5076
227710,0.5076
1312570,0.551965
1312570,0.551965
162750,0.69508
162750,0.69508
48842000,0.776274
48842000,0.776274
3733790,0.69508
3733790,0.69508
1845630,0.69508
1845630,0.69508
738870,0.0439
738870,0.0439
7858750,0.75595
7858750,0.75595
46250,0.6646
46250,0.6646
1407710,0.104369
1407710,0.104369
14445390,0.63497
14445390,0.63497
160000,0.658
160000,0.658
3025310,0.19609
3025310,0.19609
1008580,0.18747
1008580,0.18747
1795040,0.16911
1795040,0.16911
6101390,0.60281
6101390,0.60281
3137290,0.12031
3137290,0.12031
363750,0.50151
363750,0.50151
1024000,0.69508
1024000,0.69508
1106000,0.69508
1106000,0.69508
2800000,0.67604
2800000,0.67604
4848440,0.19609
4848440,0.19609
999880,0.6121
999880,0.6121
46800000,0.763626
46800000,0.763626
166360,0.2960867
166360,0.2960867
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3659040,0.78365
3659040,0.78365
3679200,0.78365
3679200,0.78365
3396960,0.78365
3396960,0.78365
3628800,0.78365
3628800,0.78365
3628800,0.78365
3628800,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3669120,0.78365
3669120,0.78365
3669120,0.78365
3669120,0.78365
3669120,0.78365
3669120,0.78365
3679200,0.78365
3679200,0.78365
3648960,0.78365
3648960,0.78365
3648960,0.78365
3648960,0.78365
291256.67,0.7533216
291256.67,0.7533216
63806,0.7794569
63806,0.7794569
554110,0.6858782
554110,0.6858782
12940,0.7745734
12940,0.7745734
389094,0.6948418
389094,0.6948418
389094,0.6948418
389094,0.6948418
385244,0.7883154
385244,0.7883154
385244,0.7883154
385244,0.7883154
3617028.75,0.6948313
3617028.75,0.6948313
385244,0.7883154
385244,0.7883154
518540,0.7459281
518540,0.7459281
63806,0.7794569
63806,0.7794569
63806,0.7794569
63806,0.7794569
291256.67,0.7533216
291256.67,0.7533216
4044,0.6958107
4044,0.6958107
3617028.75,0.6948313
3617028.75,0.6948313
3617028.75,0.6948313
3617028.75,0.6948313
1042030,0.6953797
1042030,0.6953797
1268290,0.7405788
1268290,0.7405788
291256.67,0.7533216
291256.67,0.7533216
3617028.75,0.6948313
3617028.75,0.6948313
385244,0.7883154
385244,0.7883154
291256.67,0.7533216
291256.67,0.7533216
518540,0.7459281
518540,0.7459281
1268290,0.7405788
1268290,0.7405788
6514420,0.7109591
6514420,0.7109591
1042030,0.6953797
1042030,0.6953797
518540,0.7459281
518540,0.7459281
63806,0.7794569
63806,0.7794569
291256.67,0.7533216
291256.67,0.7533216
187590,0.6939782
187590,0.6939782
187590,0.6939782
187590,0.6939782
40832,0.6948098
40832,0.6948098
1641660,0.6903024
1641660,0.6903024
66135,0.6818509
66135,0.6818509
53380,0.7509997
53380,0.7509997
3617028.75,0.6948313
3617028.75,0.6948313
415962.656,0.0071
415962.656,0.0071
674376.649,0.0071
674376.649,0.0071
503898.235,0.0071
503898.235,0.0071
295001.196,0.0071
295001.196,0.0071
411406.877,0.0071
411406.877,0.0071
1012753.422,0.0071
1012753.422,0.0071
869294.552,0.0071
869294.552,0.0071
465068.383,0.0071
465068.383,0.0071
315381.677,0.0071
315381.677,0.0071
269971.4,0.0071
269971.4,0.0071
1592543.486,0.0071
1592543.486,0.0071
780466.305,0.0071
780466.305,0.0071
1410406.599,0.0071
1410406.599,0.0071
741047.69,0.0071
741047.69,0.0071
698179.061,0.0071
698179.061,0.0071
1622651.509,0.0071
1622651.509,0.0071
633269.202,0.0071
633269.202,0.0071
262782.66,0.0071
262782.66,0.0071
286727.354,0.0071
286727.354,0.0071
73748.998,0.0071
73748.998,0.0071
460831.29,0.0071
460831.29,0.0071
417202.027,0.0071
417202.027,0.0071
405429.866,0.0071
405429.866,0.0071
143664,0.0071
143664,0.0071
146023.572,0.0071
146023.572,0.0071
471907.093,0.0071
471907.093,0.0071
944333.403,0.0071
944333.403,0.0071
392306.82,0.0071
392306.82,0.0071
389175.089,0.0071
389175.089,0.0071
380683.462,0.0071
380683.462,0.0071
215218.273,0.0071
215218.273,0.0071
499808.056,0.0071
499808.056,0.0071
398846.373,0.0071
398846.373,0.0071
642414.845,0.0071
642414.845,0.0071
536839.881,0.0071
536839.881,0.0071
370784.532,0.0071
370784.532,0.0071
425178.516,0.0071
425178.516,0.0071
381541.43,0.0071
381541.43,0.0071
550838.058,0.0071
550838.058,0.0071
384248.242,0.0071
384248.242,0.0071
832397.195,0.0071
832397.195,0.0071
3376800,0.78365
3376800,0.78365
2126880,0.78365
2126880,0.78365
2126880,0.78365
2126880,0.78365
3235680,0.78365
3235680,0.78365
3235680,0.78365
3235680,0.78365
3376800,0.78365
3376800,0.78365
3648960,0.78365
3648960,0.78365
3437280,0.78365
3437280,0.78365
3437280,0.78365
3437280,0.78365
3679200,0.78365
3679200,0.78365
3366720,0.78365
3366720,0.78365
3457440,0.78365
3457440,0.78365
3457440,0.78365
3457440,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3548160,0.78365
3548160,0.78365
3548160,0.78365
3548160,0.78365
3568320,0.78365
3568320,0.78365
3568320,0.78365
3568320,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3659040,0.78365
3659040,0.78365
3659040,0.78365
3659040,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3598560,0.78365
3598560,0.78365
3598560,0.78365
3598560,0.78365
3528000,0.78365
3528000,0.78365
3507840,0.78365
3507840,0.78365
3507840,0.78365
3507840,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3679200,0.78365
3598560,0.78365
3598560,0.78365
3598560,0.78365
3598560,0.78365
3497760,0.78365
3497760,0.78365
3497760,0.78365
