EF_W_ATM_STG_TANKS_CALC3.FACILITY_NAME,EF_W_ATM_STG_TANKS_CALC3.FACILITY_ID,EF_W_ATM_STG_TANKS_CALC3.REPORTING_YEAR,EF_W_ATM_STG_TANKS_CALC3.TABLE_NUM,EF_W_ATM_STG_TANKS_CALC3.TABLE_DESC,EF_W_ATM_STG_TANKS_CALC3.INDUSTRY_SEGMENT,EF_W_ATM_STG_TANKS_CALC3.FRACT_OIL_THROUGHPUT_FLARING,EF_W_ATM_STG_TANKS_CALC3.FRACT_THROUGHPUT_WITH_VAPOR,EF_W_ATM_STG_TANKS_CALC3.ATMOSPHERIC_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC3.WELLS_WITH_SEPS,EF_W_ATM_STG_TANKS_CALC3.WELLS_WITHOUT_SEPS,EF_W_ATM_STG_TANKS_CALC3.TWO_YEAR_DELAY_INDICATOR,EF_W_ATM_STG_TANKS_CALC3.ANNUAL_OIL_THROUGHPUT,EF_W_ATM_STG_TANKS_CALC3.SUB_BASIN_IDENTIFIER,EF_W_ATM_STG_TANKS_CALC3.COUNTY_AND_STATE,EF_W_ATM_STG_TANKS_CALC3.TANKS_WITHOUT_FLARES,EF_W_ATM_STG_TANKS_CALC3.CO2_EMISSIONS_NOT_FLARED,EF_W_ATM_STG_TANKS_CALC3.CH4_EMISSIONS_NOT_FLARED,EF_W_ATM_STG_TANKS_CALC3.TANKS_WITH_FLARES,EF_W_ATM_STG_TANKS_CALC3.CO2_EMISSIONS_FROM_FLARE,EF_W_ATM_STG_TANKS_CALC3.CH4_EMISSIONS_FROM_FLARE,EF_W_ATM_STG_TANKS_CALC3.N2O_EMISSIONS_FROM_FLARE
Newfield.395.Williston Basin,1009261,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.448,0,269,267,0,No,8256206.72,,,,,,,,,
XTO Energy Inc 345 Arkoma,1009392,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,6,6,0,No,553.0115,,,,,,,,,
Breitburn Operating LP 430 Permian,1009813,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.127,0,313,109,39,No,393152,,,,,,,,,
Bluestone Natural Resources 400 Ouachita Folded Belt,1009860,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,17,96,0,No,0,,,,,,,,,
Midstates Petroleum - Anadarko Basin,1010701,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,388,111,52,No,168444.6,,,,,,,,,
Helis Oil & Gas Company Powder River Basin (515) Operations,1009126,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],1,0,3,1,0,No,872.24,,,,,,,,,
Anadarko Basin,1008200,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.145,0,239,121,0,No,67935,,,,,,,,,
Tapstone 360 Anadarko,1012024,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,744,527,94,No,256606.479145,,,,,,,,,
Lime Rock Resources Fort Worth Syncline (420),1007476,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.58,0,642,525,6,No,146738.19,,,,,,,,,
ConocoPhillips' Permian (430),1007479,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.06,.02,118,63,10,No,27058.8,,,,,,,,,
San Juan Basin (580),1007484,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.011,0,5489,5371,32,No,728203.63,,,,,,,,,
Tanos Exploration II  LLC Arkla Basin  AAPG 230,1007486,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,384,500,0,No,58782,,,,,,,,,
Arkoma Basin,1008199,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,103,242,0,No,2324,,,,,,,,,
580 San Juan Basin - BP America Production Company,1009076,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,634,600,0,No,101315,,,,,,,,,
360 Anadarko Basin - BP America Production Company,1008558,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.188,0,694,372,0,No,169552,,,,,,,,,
Quicksilver Resources Inc.,1009069,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,196,740,0,No,36130,,,,,,,,,
Gulf Coast Basin - AAPG Province 220,1008936,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.425,0,215,14,99,No,126226,,,,,,,,,
Encana Oil & Gas - Permian Basin,1008331,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.005,0,52,52,0,No,72683.78239,,,,,,,,,
XTO Energy Inc 415 Strawn,1009387,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.017,0,56,56,0,No,11442.896,,,,,,,,,
RIM Operating  Inc. San Juan Basin Operations,1008273,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,86,64,0,No,29659,,,,,,,,,
XTO Energy Inc 420 Fort Worth Syncline,1009388,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.093,0,81,81,0,No,16242.062,,,,,,,,,
Timber Creek Energy,1009139,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,0,0,0,No,0,,,,,,,,,
XTO Energy Inc 595 Piceance,1009141,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.532,0,36,36,0,No,5450.472,,,,,,,,,
XTO Energy Inc 575 Uintah,1009389,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,486,484,0,No,55699.0365,,,,,,,,,
XTO Energy Inc 507 Central Western Overthrust,1008078,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,206,206,0,No,11453.8825,,,,,,,,,
745 San Joaquin Basin Chevron USA Inc.,1008499,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,1,12,0,13578,No,30399848.77,,,,,,,,,
Samson Resources 230 Arkla Basin,1008341,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,107,108,0,No,9515,,,,,,,,,
Samson Resources 515 Powder River Basin,1008857,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.504,0,131,55,1,No,30702,,,,,,,,,
Samson Resources 580 San Juan Basin,1008094,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,2,3,0,No,10,,,,,,,,,
YPC 515 Powder River Basin,1008230,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.594,0,133,28,0,No,125014.49,,,,,,,,,
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.051,.012,2495,1073,0,No,645485.1,,,,,,,,,
Unit Petroleum 285 Permian Basin,1009339,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,201,154,0,No,65736.17,,,,,,,,,
360 Anadarko Basin DEC,1008287,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.249,.024,1421,754,48,No,537127.54,,,,,,,,,
415 Strawn Basin DEC,1009276,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.675,0,20,53,1,No,9840.3,,,,,,,,,
Denbury Onshore LLC 220 Gulf Coast,1008123,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,11,11,0,No,15605.6970506,,,,,,,,,
Denbury Onshore LLC 230 Arkla,1008943,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,5,5,0,No,2761.1409882,,,,,,,,,
507 Central Western Overthrust QEP Energy Company,1008294,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.117,0,60,60,0,No,22949.419,,,,,,,,,
575 Uinta Basin QEP Energy Company,1009282,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.356,0,1022,556,32,No,468259.478,,,,,,,,,
360 Anadarko Basin QEP Energy Company,1009285,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.513,0,120,47,4,No,46346.893,,,,,,,,,
Caerus Piceance LLC,1008296,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.12,0,242,741,0,No,33079,,,,,,,,,
Chevron MCA 350 South Oklahoma Folded Belt,1008102,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,48,23,4,No,21219,,,,,,,,,
Chevron MCA 507 Central Western Overthrust,1009051,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.223,0,67,65,0,No,16388,,,,,,,,,
TEP Barnett USA LLC  415 - Strawn Basin,1008536,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,55,96,0,No,19275,,,,,,,,,
Cimarex Energy Co. 430 Permian,1008544,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.155,.106,192,131,2,No,106070,,,,,,,,,
Cimarex Energy Co. 350 South Oklahoma,1008545,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.044,0,129,81,0,No,55870,,,,,,,,,
East Texas Facility,1008713,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,273,273,0,No,65035.7,,,,,,,,,
Anadarko Facility,1008715,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,26,25,1,No,40131.75,,,,,,,,,
Goodrich Petroleum Co.  260  East Texas Basin,1009400,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,5,11,0,No,1632.54,,,,,,,,,
SandRidge 375 Sedgwick Basin,1008807,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.767,0,448,183,12,No,180239.046,,,,,,,,,
TRC cYPRESS gROUP LLC,1006750,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,5,0,5,No,1243,,,,,,,,,
Chevron MCA 595 Piceance Basin,1009241,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,3,2,0,No,0,,,,,,,,,
San Juan Basin,1009242,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,468,326,4,No,45717,,,,,,,,,
Oxy Basin 595 Onshore Production,1009094,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.493,.507,280,811,0,No,71819.92,,,,,,,,,
Laredo Petroleum Basin 430,1009056,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.24,.02,123,39,27,No,89860.9,,,,,,,,,
Sheridan Production Company LLC 260 East Texas Basin,1008392,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.245,0,375,206,860,No,438297.22,,,,,,,,,
Aera Energy San Joaquin Basin,1008346,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,5,0,131,No,194083.38,,,,,,,,,
580 San Juan Basin DEC,1008974,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,73,77,0,No,3352.26,,,,,,,,,
DJ Resources Inc - DJ Basin (AAPG Basin Number 540),1008349,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],1,0,15,4,0,No,5262.47,,,,,,,,,
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.114,0,156,133,157,No,187903,,,,,,,,,
EOG Resources  Inc. 420 Fort Worth syncline,1008977,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.889,0,1408,1663,0,No,762677,,,,,,,,,
EOG Resources  Inc. 415 Strawn basin,1008114,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,149,1052,0,No,6183,,,,,,,,,
Rex Energy Corporation Appalachian Basin (160) Operations,1008509,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.273,.727,4,3,0,No,4029,,,,,,,,,
EP Energy E&P 575 Uinta basin,1009350,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.139,0,194,194,0,No,143190.5895508,,,,,,,,,
BPX Energy Petrohawk Gulf Coast Basin  AAPG Basin 220,1008630,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.913,0,182,126,0,No,75193.58,,,,,,,,,
Seneca East Facilities,1009301,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],1,1,2,2,0,No,850.8,,,,,,,,,
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.298,0,87,43,1,No,42287,,,,,,,,,
Cabot OIl & Gas Corporation 260 East Texas Basin,1008579,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,92,101,0,No,49813,,,,,,,,,
Nytis Exploration Company  LLC 160 Appalachian Basin,1008502,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,17,64,9,No,3998,,,,,,,,,
EOG Resources  Inc. 535 Green River basin,1008353,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.019,0,427,437,7,No,31554,,,,,,,,,
EOG Resources  Inc. 540 Denver basin,1008979,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],1,0,118,31,0,No,51651,,,,,,,,,
EOG Resources  Inc. 395 Williston basin,1008980,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.985,0,115,31,0,No,66162,,,,,,,,,
EOG Resources  Inc. 575 Uinta basin,1008354,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.114,0,1750,1935,1,No,499253,,,,,,,,,
TEP Rocky Mountain  LLC - 595 Piceance basin,1008355,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.64,0,985,4223,0,No,386346,,,,,,,,,
WPX Energy Production  LLC - 580 San Juan basin,1008982,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.4,.63,68,50,0,No,31030,,,,,,,,,
EOG Resources  Inc. 515 Powder River basin,1008396,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.805,0,28,15,0,No,14847,,,,,,,,,
California Resources Production Corporation – Sacramento Valley Basin 730,1008405,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,200,200,0,No,14774.2683,,,,,,,,,
Samuel Gary Jr. & Associates Central Kansas Uplift (385) Operations,1009112,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,385,10,153,No,172840.4,,,,,,,,,
Newfield.345.Arkoma Basin,1009113,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,23,21,2,No,37218.9,,,,,,,,,
Caerus Oil and Gas Green River Basin (535) Operations,1009258,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.485,0,91,64,0,No,9588.16,,,,,,,,,
Newfield.360.Anadarko Basin,1009260,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.993,0,237,115,0,No,6153735.35,,,,,,,,,
350 South Oklahoma Folded Belt,1009119,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,1010,0,1010,No,283934.84,,,,,,,,,
355 Chatauque Platform,1009264,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,3880,143,1797,No,362422.78,,,,,,,,,
Berry Petroleum Company 585 Piceance Basin Production Segment,1008165,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.072,0,271,172,0,No,25201.8463191,,,,,,,,,
Dominion Energy Wexpro - Green River Basin (Prod),1008590,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.739,0,865,299,20,No,149941.81,,,,,,,,,
Dominion Energy Wexpro - Central Western Overthrust (Prod),1008170,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.109,0,91,108,0,No,25520.43,,,,,,,,,
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,307,253,42,No,18393,,,,,,,,,
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.91,0,104,80,0,No,57489,,,,,,,,,
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,4,2,0,No,3049,,,,,,,,,
MACPHERSON OIL COMPANY,1004628,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,7,0,41,No,40210,,,,,,,,,
MERIT ENERGY CO LLC 535 GREEN RIVER BASIN,1008136,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,1,41,0,No,1518.16,,,,,,,,,
MERIT ENERGY CO LLC 430 PERMIAN BASIN,1009273,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,70,330,0,No,48245.39,,,,,,,,,
Riviera Resources 430 Permian Basin Production Segment,1008365,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.798,.091,559,101,1626,No,2651315.3081238,,,,,,,,,
JMA Energy 360,1008411,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,328,164,0,No,52577.98,,,,,,,,,
Whiting Oil and Gas Corporation 540 Denver Basin,1009185,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.441,.068,18,10,0,No,22260,,,,,,,,,
Whiting Oil and Gas Corporation 305 Michigan Basin,1009189,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,5,3,0,No,3222.093,,,,,,,,,
Whiting Oil and Gas Corporation 595 Piceance Basin,1009193,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,23,68,0,No,5970.371,,,,,,,,,
Oxy Permian Basin - 430,1008141,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,622,323,36,No,155967.544,,,,,,,,,
Southwest Royalties  Inc. - 430 Permian Basin,1006884,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.045,0,333,297,18,No,155009,,,,,,,,,
Greylock Energy,1006564,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,565,565,0,No,7394,,,,,,,,,
Parallel Energy-360-Anadarko,1005728,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.382,.618,104,104,0,No,361985,,,,,,,,,
Cross Timbers Energy  LLC - San Juan Basin 580,1011100,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,193,144,0,No,34211.9,,,,,,,,,
Vanguard Basin 535,1011518,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.053,0,392,163,0,No,66381.36,,,,,,,,,
BBOG Gulf Coast Basin #220,1011534,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.611,.12,172,75,0,No,48021.1867615,,,,,,,,,
Bluestone Natural Resources 220 Gulf Coast Basin (LA  TX),1009859,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,211,568,0,No,13720,,,,,,,,,
Apache Corp. - Palo Duro,1010603,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.26,0,10,9,0,No,3621,,,,,,,,,
Permian Operations - Shell Exploration & Production Company,1010588,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.757,0,84,38,0,No,36.143,,,,,,,,,
Sabine Oil & Gas LLC 260 East Texas Basin,1009584,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,3026,1513,0,No,338092,,,,,,,,,
Laredo Energy 220 Gulf Basin (LA  TX),1009683,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.823,0,45,58,0,No,13849,,,,,,,,,
Bluefin Resources LLC 220 Gulf Coast Basin (LA  TX),1009837,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,70,42,0,No,18717,,,,,,,,,
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],.077,0,181,137,2,No,46540,,,,,,,,,
Sheridan Production Company LLC 430 Permian Basin,1009846,2015,Table J.2.i,Wells and separators with oil throughput <10 barrels/day using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],0,0,229,229,0,No,93085.95,,,,,,,,,
