EF_W_ATM_STG_TANKS_CALC3.FACILITY_NAME,EF_W_ATM_STG_TANKS_CALC3.FACILITY_ID,EF_W_ATM_STG_TANKS_CALC3.REPORTING_YEAR,EF_W_ATM_STG_TANKS_CALC3.TABLE_NUM,EF_W_ATM_STG_TANKS_CALC3.TABLE_DESC,EF_W_ATM_STG_TANKS_CALC3.INDUSTRY_SEGMENT,EF_W_ATM_STG_TANKS_CALC3.FRACT_OIL_THROUGHPUT_FLARING,EF_W_ATM_STG_TANKS_CALC3.FRACT_THROUGHPUT_WITH_VAPOR,EF_W_ATM_STG_TANKS_CALC3.ATMOSPHERIC_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC3.WELLS_WITH_SEPS,EF_W_ATM_STG_TANKS_CALC3.WELLS_WITHOUT_SEPS,EF_W_ATM_STG_TANKS_CALC3.TWO_YEAR_DELAY_INDICATOR,EF_W_ATM_STG_TANKS_CALC3.ANNUAL_OIL_THROUGHPUT,EF_W_ATM_STG_TANKS_CALC3.SUB_BASIN_IDENTIFIER,EF_W_ATM_STG_TANKS_CALC3.COUNTY_AND_STATE,EF_W_ATM_STG_TANKS_CALC3.TANKS_WITHOUT_FLARES,EF_W_ATM_STG_TANKS_CALC3.CO2_EMISSIONS_NOT_FLARED,EF_W_ATM_STG_TANKS_CALC3.CH4_EMISSIONS_NOT_FLARED,EF_W_ATM_STG_TANKS_CALC3.TANKS_WITH_FLARES,EF_W_ATM_STG_TANKS_CALC3.CO2_EMISSIONS_FROM_FLARE,EF_W_ATM_STG_TANKS_CALC3.CH4_EMISSIONS_FROM_FLARE,EF_W_ATM_STG_TANKS_CALC3.N2O_EMISSIONS_FROM_FLARE
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - WOOD  TX (499) - Oil,,2,.3,.16,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - GREGG  TX (183) - Oil,,16,2.4,2.32,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - LIMESTONE  TX (293) - Other tight reservoir rock,,136,20,34.38,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - ROBERTSON  TX (395) - Oil,,15,2.2,1.21,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - HARRISON  TX (203) - Other tight reservoir rock,,18,2.7,6.08,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - PANOLA  TX (365) - Oil,,8,1.2,.9,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - RUSK  TX (401) - Other tight reservoir rock,,30,4.4,9.62,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - PANOLA  TX (365) - Other tight reservoir rock,,51,7.5,16.98,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - MARION  TX (315) - Other tight reservoir rock,,5,.7,1.18,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - ROBERTSON  TX (395) - Other tight reservoir rock,,7,1,2.37,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - RUSK  TX (401) - Oil,,21,3.1,1.95,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - LEON  TX (289) - Other tight reservoir rock,,51,7.5,15.43,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - GREGG  TX (183) - Other tight reservoir rock,,34,5,10.2,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - SHELBY  TX (419) - Other tight reservoir rock,,35,5.2,10.54,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - HENDERSON  TX (213) - Other tight reservoir rock,,4,.6,1.09,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - SHELBY  TX (419) - Oil,,4,.6,.32,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - UPSHUR  TX (459) - Other tight reservoir rock,,53,7.8,17.91,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - ANDERSON  TX (1) - Other tight reservoir rock,,3,.4,1.01,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - CHEROKEE  TX (73) - Other tight reservoir rock,,3,.4,.76,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - MARION  TX (315) - Oil,,10,1.5,1.06,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - ANGELINA  TX (5) - Other tight reservoir rock,,1,.1,.34,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - HENDERSON  TX (213) - Oil,,5,.7,.92,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - HARRISON  TX (203) - Oil,,5,.7,.4,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - HOUSTON  TX (225) - Other tight reservoir rock,,3,.4,1.01,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - FREESTONE  TX (161) - Shale gas,,1,.1,.08,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - NAVARRO  TX (349) - Other tight reservoir rock,,3,.4,1.01,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - NAVARRO  TX (349) - Oil,,1,.1,.34,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - PANOLA  TX (365) - Shale gas,,2,.3,.42,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - FREESTONE  TX (161) - Oil,,3,.4,.5,,,,
XTO Energy Inc 260 East Texas,1008079,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - CHEROKEE  TX (73) - Oil,,4,.6,.32,,,,
ConocoPhillips Gulf Coast Basin 220  Production,1007485,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - LIVE OAK  TX (297) - Other tight reservoir rock,,1,.14728,.33792,,,,
Chevron 160A Appalachian Basin,1009098,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,160A - HARRISON  OH (67) - Shale gas,,14,177.1601164,1.1354109,,,,
Chevron 160A Appalachian Basin,1009098,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,160A - MARSHALL  WV (51) - Shale gas,,5,63.6316749,.6657022,,,,
Chevron 160A Appalachian Basin,1009098,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,160A - MERCER  PA (85) - Shale gas,,6,37.9628821,.2433023,,,,
Chevron 160A Appalachian Basin,1009098,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,160A - WASHINGTON  PA (125) - Shale gas,,8,155.0151019,.9934845,,,,
Encana Oil & Gas - Piceance Basin,1008207,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,595 - GARFIELD  CO (45) - Other tight reservoir rock,,48,.4,4,,,,
Encana Oil & Gas - Piceance Basin,1008207,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,595 - MESA  CO (77) - Other tight reservoir rock,,4,0,.1,,,,
Encana Oil & Gas - Piceance Basin,1008207,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,595 - RIO BLANCO  CO (103) - High permeability gas,,4,0,0,,,,
Encana Oil & Gas - Piceance Basin,1008207,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,595 - RIO BLANCO  CO (103) - Other tight reservoir rock,,220,.4,4.9,,,,
Encana Oil & Gas - Piceance Basin,1008207,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,595 - RIO BLANCO  CO (103) - Shale gas,,2,0,0,,,,
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,350 - CARTER  OK (19) - High permeability gas,,6,.4,1,,,,
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,350 - CARTER  OK (19) - Oil,,2,.3,.2,,,,
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,350 - GARVIN  OK (49) - High permeability gas,,106,6.2,14.2,,,,
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,350 - GARVIN  OK (49) - Oil,,14,1,.6,,,,
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,350 - MARSHALL  OK (95) - High permeability gas,,32,2.5,5.7,,,,
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,350 - MARSHALL  OK (95) - Oil,,23,1.8,1,,,,
SandRidge 430 Permian Basin,1008809,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,430 - PECOS  TX (371) - Other tight reservoir rock,,120,110.75456,254.11584,,,,
SandRidge 430 Permian Basin,1008809,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,430 - ANDREWS  TX (3) - Oil,,0,0,0,,,,
SandRidge 430 Permian Basin,1008809,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,430 - PECOS  TX (371) - Oil,,24,6.6276,3.6288,,,,
515 Powder River Basin DEC,1009278,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,515 - CAMPBELL  WY (5) - Oil,,180,25.8,14.1,,,,
515 Powder River Basin DEC,1009278,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,515 - CONVERSE  WY (9) - Oil,,14,1.3,.7,,,,
515 Powder River Basin DEC,1009278,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,515 - CROOK  WY (11) - High permeability gas,,2,.3,.7,,,,
Marathon Oil Corporation Williston Basin  AAPG Basin 395,1008173,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,395 - DUNN  ND (25) - Oil,,4,.0015,.0008,,,,
YPC 535 Green River Basin,1008232,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - CARBON  WY (7) - High permeability gas,,29,1.342352,3.0798994,,,,
YPC 535 Green River Basin,1008232,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - CARBON  WY (7) - Shale gas,,34,1.76736,4.05504,,,,
YPC 535 Green River Basin,1008232,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - MOFFAT  CO (81) - Shale gas,,4,.29456,.67584,,,,
YPC 535 Green River Basin,1008232,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - SUBLETTE  WY (35) - High permeability gas,,4,.14728,.33792,,,,
YPC 535 Green River Basin,1008232,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - SUBLETTE  WY (35) - Shale gas,,5,.1841,.4224,,,,
YPC 535 Green River Basin,1008232,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - SWEETWATER  WY (37) - Coal seam,,5,.14728,.33792,,,,
YPC 535 Green River Basin,1008232,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - SWEETWATER  WY (37) - High permeability gas,,191,9.0469885,20.7574577,,,,
YPC 535 Green River Basin,1008232,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - SWEETWATER  WY (37) - Shale gas,,30,1.4728,3.3792,,,,
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,360 - ALFALFA  OK (3) - Other tight reservoir rock,,17,2.95,1.61,,,,
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,360 - GARFIELD  OK (47) - Other tight reservoir rock,,14,2.5,1.37,,,,
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,360 - GRANT  OK (53) - High permeability gas,,6,1.33,.73,,,,
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,360 - GRANT  OK (53) - Other tight reservoir rock,,64,11.34,6.21,,,,
Samson Resources 535 Green River Basin,1008852,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - CARBON  WY (7) - Other tight reservoir rock,,97,6.3,14.5,,,,
Samson Resources 535 Green River Basin,1008852,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - SWEETWATER  WY (37) - Oil,,8,.4,.2,,,,
Samson Resources 535 Green River Basin,1008852,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - SWEETWATER  WY (37) - Other tight reservoir rock,,128,7.1,16.2,,,,
Green River Basin - AAPG Province 535,1008204,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - CARBON  WY (7) - Other tight reservoir rock,,153,10.5,35.7,,,,
Green River Basin - AAPG Province 535,1008204,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - SWEETWATER  WY (37) - Other tight reservoir rock,,277,20.5,69.7,,,,
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - ACADIA  LA (1) - Oil,,1,.14728,.08064,,,,
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - CALCASIEU  LA (19) - High Permeability Gas,,0,0,0,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,160 - TUSCARAWAS  OH (157) - High permeability gas,,16,1.18,.64,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,160 - WAYNE  OH (169) - High permeability gas,,39,2.65,1.45,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,160 - WAYNE  OH (169) - Other tight reservoir rock,,39,3.98,2.17,,,,
Riviera Resources 575 Uinta Basin Production Segment,1011420,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,575 - CARBON  UT (7) - Oil,,0,0,0,,,,
Riviera Resources 575 Uinta Basin Production Segment,1011420,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,575 - DUCHESNE  UT (13) - High permeability gas,,0,0,0,,,,
Riviera Resources 575 Uinta Basin Production Segment,1011420,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,575 - DUCHESNE  UT (13) - Oil,,1188,45.36224,64.45824,,,,
Riviera Resources 575 Uinta Basin Production Segment,1011420,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,575 - UINTAH  UT (47) - Oil,,0,0,0,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - HIDALGO  TX (215) - High permeability gas,,43,3.122336,7.163904,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - STARR  TX (427) - High permeability gas,,75,3.38744,7.77216,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - BROOKS  TX (47) - High permeability gas,,27,2.35648,5.40672,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - LIVE OAK  TX (297) - High permeability gas,,8,.7364,1.6896,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - WEBB  TX (479) - High permeability gas,,12,1.17824,2.70336,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - ZAPATA  TX (505) - High permeability gas,,85,12.96064,29.73696,,,,
Jonah Energy LLC_AAPG 535_Green River Basin,1011450,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,535 - SUBLETTE  WY (35) - Other tight reservoir rock,,2,.2946,.1613,,,,
Enervest Operating  L.L.C. 415 Strawn Basin,1009666,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,415 - HOOD  TX (221) - Shale gas,,28,2.79832,6.42048,,,,
Enervest Operating  L.L.C. 415 Strawn Basin,1009666,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,415 - JOHNSON  TX (251) - Shale gas,,6,.44184,1.01376,,,,
Enervest Operating  L.L.C. 415 Strawn Basin,1009666,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,415 - TARRANT  TX (439) - Shale gas,,65,5.74392,13.17888,,,,
Chevron MCA 430 Permian Basin,1009240,2015,Table J.2.ii,Data for wells and separators with oil throughput <10 barrels/day  without flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,430 - EDDY  NM (15) - Oil,,121,10.71462,5.86656,,,,
