EF_W_ATM_STG_TANKS_CALC1OR2.FACILITY_NAME,EF_W_ATM_STG_TANKS_CALC1OR2.FACILITY_ID,EF_W_ATM_STG_TANKS_CALC1OR2.REPORTING_YEAR,EF_W_ATM_STG_TANKS_CALC1OR2.TABLE_NUM,EF_W_ATM_STG_TANKS_CALC1OR2.TABLE_DESC,EF_W_ATM_STG_TANKS_CALC1OR2.INDUSTRY_SEGMENT,EF_W_ATM_STG_TANKS_CALC1OR2.SUB_BASIN_IDENTIFIER,EF_W_ATM_STG_TANKS_CALC1OR2.COUNTY_AND_STATE,EF_W_ATM_STG_TANKS_CALC1OR2.CALCULATION_METHOD,EF_W_ATM_STG_TANKS_CALC1OR2.SOFTWARE_PACKAGE_USED,EF_W_ATM_STG_TANKS_CALC1OR2.TWO_YEAR_DELAY_INDICATOR,EF_W_ATM_STG_TANKS_CALC1OR2.TOTAL_VOLUME_OF_OIL,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_SEPARATOR_TEMPERATURE,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_SEPARATOR_PRESSURE,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_A_P_I_GRAVITY,EF_W_ATM_STG_TANKS_CALC1OR2.MIN_FLASH_CO2_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MAX_GAS_CO2_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MIN_FLASH_CH4_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MAX_FLASH_CH4_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.NUMBER_OF_WELLS_SEND_OIL,EF_W_ATM_STG_TANKS_CALC1OR2.ATMOSPHERIC_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC1OR2.NOT_ON_WELL_PAD_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_VAPOR_RECOVERY,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_WITH_VAPOR_RECOVERY,EF_W_ATM_STG_TANKS_CALC1OR2.ANNUAL_CO2_RECOVERED,EF_W_ATM_STG_TANKS_CALC1OR2.ANNUAL_CH4_RECOVERED,EF_W_ATM_STG_TANKS_CALC1OR2.VAPOR_RECOVERY_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.VAPOR_RECOVERY_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_VENT_TO_ATM,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_VENTING_TO_ATM,EF_W_ATM_STG_TANKS_CALC1OR2.VENTING_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.VENTING_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_FLARED,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_WITH_FLARING,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_N2O_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.NUM_SEPS_WITH_STUCK_DUMP_VAL,EF_W_ATM_STG_TANKS_CALC1OR2.HRS_DUMP_VALVES_DID_NOT_CLOSE,EF_W_ATM_STG_TANKS_CALC1OR2.DUMP_VALVE_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.DUMP_VALVE_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.API_WELL_NUMBERS
Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),1010183,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,Promax,No,205936.0041681,70,40,65.517938,.000936,.003229,.067381,.178889,38,38,0,No,,,,,,No,,,,Yes,38,2212,.5818222,.0036923,,,,,
Basin 160A - Appalachia,1010350,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,HYSIS ,No,65098.48,66,21,67.04,.00138,.00138,.43067,.43067,6,4,0,Yes,4,.58812,66.99581,0,0,No,,,,Yes,4,16.95329,.02735,0,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,4207,60,324,59.11,.002049,.002049,.358321,.358321,5,19,0,No,,,,,,No,,,,Yes,19,156.0984346,.4884116,.0001384,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,6875,60,407,59.1,.002686,.002686,.391114,.391114,4,4,0,No,,,,,,No,,,,Yes,4,219.0455196,.789387,.0002049,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,3898,60,1158,56.11,.003788,.003788,.600761,.600761,9,10,0,No,,,,,,No,,,,Yes,10,68.8789574,.3873322,.0000655,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,9697,60,447,59.11,.000444,.000444,.015775,.015775,13,14,0,No,,,,,,No,,,,Yes,14,83.7540608,.0059145,.0000381,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,8420,60,380,59.11,.001307,.001307,.323107,.323107,6,6,0,No,,,,,,No,,,,Yes,6,738.9745011,.7825538,.0006342,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,34181,60,380,59.11,.001305,.001305,.322599,.322599,6,6,0,No,,,,,,No,,,,Yes,6,2939.025,8.0031392,.0025188,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,5038,60,1000,70.07,.004394,.004394,.737539,.737539,5,6,0,No,,,,,,No,,,,Yes,6,52.9765154,.4729336,.0000651,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,19355,60,316,56.11,.003041,.003041,.427625,.427625,12,12,0,No,,,,,,No,,,,Yes,12,847.4683235,3.3189516,.000788,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,26147,60,248,59.11,.002809,.002809,.309589,.309589,6,6,0,No,,,,,,No,,,,Yes,6,1174.2644388,3.0653531,.0010053,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,24177,60,1000,59.11,.006791,.006791,.419033,.419033,6,6,0,No,,,,,,No,,,,Yes,6,953.4572752,3.7636337,.0009119,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - DODDRIDGE  WV (17) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,24355,60,717,59.11,.015793,.015793,.42987,.42987,7,8,0,No,,,,,,No,,,,Yes,8,584.0025791,2.4383079,.0005759,,,,,
Basin 160A - Appalachia,1010350,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - GILMER  WV (21) - Shale gas,,Calculation Methodology 1,HYSIS ,No,6609.42,97.8,25.2,67.3,.00069,.00069,.27279,.27279,3,2,0,No,,,,,,No,,,,Yes,2,305.09366,.24786,0,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - HARLAN  KY (95) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,17520,70,233,66.4,.000557,.000557,.103941,.103941,4,4,0,No,,,,,,No,,,,Yes,4,5.3415237,.0033831,.0000033,,,,,
Hess Corporation - 160A - Utica Basin,1011181,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - HARRISON  OH (67) - Shale gas,,Calculation Methodology 2,,No,372623,100,914.7,68,.00182,.00182,.17096,.17096,20,28,0,Yes,20,3.3049162,3.3162215,0,0,No,0,,,Yes,28,13862.3306279,6.602415,.0121722,,,,,
Chevron 160A Appalachian Basin,1009098,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - HARRISON  OH (67) - Shale gas,,Calculation Methodology 1,ProMax,No,16387.50206,68,164.69595,89.0889559,.00106,.00106,.77331,.77331,2,8,0,Yes,8,2189.275255,.26846,0,0,No,,,,No,,,,,,,,,
Ascent Resources - Utica (160a),1011454,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - HARRISON  OH (67) - Shale gas,,Calculation Methodology 1,EP Tanks,No,899097.684,191,31,52.03,0,0,.003,.003,31,62,0,No,,,,,,No,,,,Yes,62,20956.9849551,.1071365,.0363997,,,,,
Gulfport Energy Appalachian Basin 160-A Eastern Overthrust Region,1011706,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - HARRISON  OH (67) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,927299,65,25,50,.000133,.00022,.01008,.020388,38,68,0,Yes,36,0,5.059776,0,0,No,,,,Yes,68,2965.5696775,.0770975,.0048887,,,,,
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - MARSHALL  WV (51) - Oil,,Calculation Methodology 1,E&P Tank,No,356243.65,60,22.7,65.35,.057,.057,.94,.94,4,58,0,No,,,,,,No,,,,Yes,58,8.53,5.49,.000588,,,,,
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - OHIO  WV (69) - Oil,,Calculation Methodology 1,E&P Tank,No,2942852.65,84.83,47.45,64.1,.0018,.133,.866,.998,150,94,0,No,,,,,,No,,,,Yes,94,110.73,43.06,.008988,,,,,
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - TYLER  WV (95) - Oil,,Calculation Methodology 1,E&P Tank,No,16414.05,65,54.7,56.2,.0377,.0377,.962,.962,2,2,0,No,,,,,,No,,,,Yes,2,.63,.59,.0025158,,,,,
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - WETZEL  WV (103) - Oil,,Calculation Methodology 1,E&P Tank,No,182890.55,90,24.7,61.2,.0569,.0569,.943,.94305,10,58,0,No,,,,,,No,,,,Yes,58,6.79,2.63,.000945,,,,,
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - BROOKE  WV (9) - Oil,,Calculation Methodology 1,E&P Tank,No,981379.15,83.6,55.14,60.01,.01,.06,.94,.99,82,42,0,No,,,,,,No,,,,Yes,42,37.13,14.35,.00672,,,,,
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - CARROLL  OH (19) - Oil,,Calculation Methodology 1,ProMax,No,5079798.8,91.09,11.63,64.69,.00542,.00832,.14129,.39795,287,276,0,No,,,,,,Yes,24,1.45667,13.85044,Yes,252,10730.38579,3.98766,.00893,,,,,
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - COLUMBIANA  OH (29) - Oil,,Calculation Methodology 1,ProMax,No,5356.19,70,100,59.05,.00059,.00059,.20544,.20544,1,3,0,No,,,,,,No,,,,Yes,3,106.83409,.05616,.00009,,,,,
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - HARRISON  OH (67) - Oil,,Calculation Methodology 1,ProMax,No,3636945.63,90,10,61.76,.00542,.00542,.14129,.14129,113,125,0,No,,,,,,Yes,8,1.26831,12.05956,Yes,117,7505.95451,2.73014,.00621,,,,,
Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),1010183,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - RITCHIE  WV (85) - Shale gas,,Calculation Methodology 1,Promax,No,444008.69783,70,40,63.2147292,.000909,.003371,.066678,.221015,35,45,0,No,,,,,,No,,,,Yes,45,4048.3,1.2582365,.0067545,,,,,
Basin 160A - Appalachia,1010350,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - RITCHIE  WV (85) - Shale gas,,Calculation Methodology 1,HYSIS ,No,194903.795,116.3,24.5,78.98,.00024,.000269,.036,.040432,16,9,0,Yes,9,.29731,16.24567,0,0,No,,,,Yes,9,84.43,.00663,0,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - RITCHIE  WV (85) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,7124,60,690,59.1,.001259,.001259,.43417,.43417,3,4,0,No,,,,,,No,,,,Yes,4,813.7742657,3.3910483,.000793,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - RITCHIE  WV (85) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,20635,60,595,59.1,.001683,.001683,.311964,.311964,10,12,0,No,,,,,,No,,,,Yes,12,339.6558681,.7247398,.0002359,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - RITCHIE  WV (85) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,8492,60,342,59.1,.015817,.015817,.54065,.54065,5,6,0,No,,,,,,No,,,,Yes,6,1988.3663105,9.8434978,.0018486,,,,,
Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),1010183,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - TYLER  WV (95) - Shale gas,,Calculation Methodology 1,Promax,No,71390.2599114,70,40,69.3924013,.000886,.001214,.051825,.090139,6,17,0,No,,,,,,No,,,,Yes,17,1401.8,.1869525,.0023149,,,,,
Basin 160A - Appalachia,1010350,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - TYLER  WV (95) - Shale gas,,Calculation Methodology 1,HYSIS ,No,122323.18,111.2,30,83.47,.0005325,.0005325,.05457,.05457,6,5,0,Yes,5,.08962,3.35266,0,0,No,,,,Yes,5,11.49768,.00137,0,,,,,
Chevron 160A Appalachian Basin,1009098,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - WASHINGTON  PA (125) - Shale gas,,Calculation Methodology 1,ProMax,No,6765.878642,61.37,194.69595,82.6989087,.00216,.00216,.9267,.9267,1,2,0,No,,,,,,No,,,,Yes,1,678.7693023,.0672426,.0023595,,,,,
Range Resources - Appalachia  LLC - Basin 160A,1008051,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - WASHINGTON  PA (125) - Shale gas,,Calculation Methodology 2,,No,3782818.73,61.93,87.3,60,.000013,.000396,.059947,.281861,329,403,0,Yes,399,.02,3.86,0,0,No,,,,Yes,403,15.47,0,0,,,,,
Ascent Resources - Utica (160a),1011454,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - WETZEL  WV (103) - Shale gas,,Calculation Methodology 1,EP Tanks,No,115221.111,75,450,68,.00077,.00077,.410144,.410144,98,196,0,No,,,,,,No,,,,Yes,40,541.1259241,.6991938,.0009169,,,,,
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - WETZEL  WV (103) - Shale gas,,Calculation Methodology 1,E&P Tanks,No,30014,60,700,58,.002683,.002683,.700478,.700478,13,14,0,No,,,,,,No,,,,Yes,14,920.3629293,7.9205905,.0011481,,,,,
CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,1008783,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - LEWIS  WV (41) - Shale Gas,,Calculation Methodology 2,,No,8067.595,60,550,0,.001194,.001194,.347691,.347691,2,2,0,Yes,2,115.8093734,42.272623,0,0,No,,,,Yes,2,.0423851,.0154714,.0000119,,,,,
CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,1008783,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - MAHONING  OH (99) - Shale Gas,,Calculation Methodology 2,,No,8287,70,0,0,0,0,.3652018,.3652018,6,6,0,No,,,,,,No,,,,Yes,0,.2106881,.0769051,.0000564,,,,,
CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,1008783,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - MAHONING  OH (99) - Shale Gas,,Calculation Methodology 2,,No,796,70,0,0,0,0,.3652018,.3652018,6,6,0,No,,,,,,No,,,,Yes,0,.0202374,.0073871,.0000054,,,,,
CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,1008783,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - MAHONING  OH (99) - Shale Gas,,Calculation Methodology 2,,No,4577,70,0,0,0,0,.3652018,.3652018,6,6,0,No,,,,,,No,,,,Yes,0,.1163653,.0424755,.0000312,,,,,
Chevron 160A Appalachian Basin,1009098,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],160A - MARSHALL  WV (51) - Shale gas,,Calculation Methodology 1,ProMax,No,28202.10778,76,571.69595,94.9567203,.00131,.00131,.7846,.7846,10,15,0,No,,,,,,No,,,,Yes,13,20147.144715,7.7620267,.034,,,,,
